아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
,,,,,,,,,,,
상추싸먹는라푼젤,탑리뷰어,24.12.13,핑크(긴팔(기모ver.)),F(44~77),정사이즈예요,보통이에요,화면과 비슷해요,163cm,52kg,상의 44,"처음엔 솔직히 “그냥 무난한 내의 같은 옷” 정도로 생각하고 샀어요. 그런데 생각보다 훨씬 마음에 들더구먼요? 만져봤 때, 기모 안감 특유의 푹신하고 부드러운 느낌이 “이거 겨울에 이너로 입으면 진짜 따뜻하겠다♨️”라는 필을 빧았달까...

 핑크 컬러는 사실 화면에서 볼 때 조금 밝아 보여서 ‘단독으로 입으면 100% 아기돼지’라고 생각했어요. 하! 지! 만! 막상 받아보니 톤 다운된 핑크라 딱 제 취향이더군요?(이건 내 옷이다 얘) 너무 쨍하지 않고 은은해서 얼굴을 화사하게 밝혀주는 건 물론이고, 데님, 슬랙스, 조거 팬츠 등 뭘 입어도 쉽고 자연스럽게 어울려요✨✨ “오늘 뭐 입지?” 고민될 때 손이 저절로 간다는 게 이 티셔츠의 최대 장점 중 하나예요. 마치... 스티브 잡스가 365일 까만 목폴라 티만 입는 것처럼요. (아쉽게도 두뇌는 스티브 잡스가 안되더라고요) 핏도 적당히 여유 있어 몸에 딱 달라붙지 않으 매일 편하게 입을 수 있어요 👍

 스판 소재가 들어간 점도 한몫합니다. 팔을 들거나 몸을 움직일 때 옷이 전혀 거슬리지 않고 자연스럽게 늘어나니까, 일상생활에서 “아, 옷 불편하다 😒” 하는 순간이 없어요. 게다가 기모 안감 덕분에 피부에 닿는 느낌이 참 부드럽고 포근해서, 한겨울에도 이걸 안에 하나 껴입으면 든든하겠다는 생각이 들었어요. 하지만? 기모로 인해 두껍다는 느낌 또한 전혀 없답니다~

 세탁 후에도 줄지 않았어요. 울 코스나 미지근한 물로 조심스럽게 빨아주니 핏 변형 없이 그대로 유지되더라고요. “한두 번 빨면 늘어나나? 😟” 했는데 아직까지 그런 조짐도 없어서 앞으로도 오래 입을 수 있겠다 싶었죠. 색감도 여전히 예쁘고, 촉감도 변함없이 좋아서 뿌듯합니다.

 특히 이 핑크색은 제 일상을 조금 더 기분 좋게 만들러 줄 때가 있어요. 엄청 화려하지 않은데도 은근 얼굴 톤을 화사하게 만들어줘서, “오늘 좀 사랑스럽다?”라는 말을 들으면 기분이 째져요◠‿◠ 이런 사소한 칭찬 하나에 일상이 확 밝아지는 느낌이라 이 티셔츠가 몸도 마음도 따뜻한 세상을 만들어 줍니다💛🧡

 결국 이 옷은 “아무 생각 없이 샀는데 예상 밖으로 꽤나 아니 매우 괜찮은.” 기본 아이템이에요. 과하지 않은데도 존재감이 있고, 부드러운 촉감과 편안한 핏 덕분에 매일 입어도 질리지 않아요. 세탁하고 나면 다음날 또 꺼내 입게 되는, 데일리룩에서 단 벌 신사가 되어버린 옷이에요"
kmk0*****,상위 25%,25.01.13,아이보리(긴팔-U넥ver.),F(44~77),정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,58kg,상의 66,"진짜 너무 잘입어서 하나 더 구매할 생각도 있어요!!
가디건 바람막이 집업 같은거 안에 받쳐입는 완전 휘뚤마뚤 기본티로 너무 좋아요
오래 입었는데 옷 변형도 없고 아주👍
근데 약간 단점은 유교걸 제 기준으로는 넥이 조금 깊게 파인 편이라 옷을 계속 뒤로 넘겨야해서 조금 귀찮다?"
ybjh***,상위 30%,25.01.09,크림(긴팔-U넥ver.),F(44~77),정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,58kg,상의 55,예뻐요! 넥라인도 제가 생각했던 핏이고 소재도 좋고 이너로 입기 딱이에요! 살에 닿았을때 까실함 전혀 없고요 너무 부드럽고 좋아요! 목 쪽 마감이 도톰하고 잘 늘어나지 않을 것 같아요! 검정으로 하나 더 사려고욘~!!
lcGbuWul,상위 25%,25.01.08,크림(긴팔-U넥ver.),F(44~77),생각보다 커요,아주 만족해요,화면과 비슷해요,159cm,54kg,상의 55,"건조기 한 번 돌리고 입은 상태입니다
색감이 완전 크림색 그 자체로 페일하게 나와서 너무 이뻐요 재질도 쫀쫀하고 부드러워요. 동영상도 올리고 싶은데안올려지네요ㅠ 완전 쫀득하게 잘 늘어나는 재질입니다 앉아서 밑단 늘려본 사진 첨부합니다
아쉬운게 있다면 너무 커요 팔뚝이 커서 팔은 잘맞는데 허리가 너무 벙벙하게 남아서 핏이 내복핏이 돼벌임.. 넥 부분도 너무 넓어서 쫌매면 사진 상처럼넥이 우글우글해짐 뭐 그냥 넓게 빠진것도 괜찮긴한데 허리가 너무 넓어요 마지막 사진처럼 허리 조금만 라인들어가게 만들어주시면 너무 좋을 것같아요 지금은 이너로밖에 못입고 활용성이 좀 아쉬워서 별점 4점입니다"
gtDWbbNW,상위 5%,25.01.08,아이보리(긴팔ver.),F(44~77),정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,40kg,상의 44,"리얼코코의 코튼스판 베이직 긴팔 티셔츠를 구매했는데 정말 만족스러워서 추천드리고 싶어요!
코튼과 스판이 섞여 있어 부드럽고 신축성이 뛰어나요. 피부에 자극 없이 편안하고, 적당히 두께감이 있어 비침 걱정 없이 입을 수 있어요. 고퀄이라 면소재 보이시는지요? 정말 만족 대만족이에요 ㅎ
몸에 너무 딱 붙지 않으면서도 깔끔하게 떨어지는 핏이라 체형 커버에도 좋아요. 레이어드로도 단독으로도 활용하기 딱이에요. 저는 같이 구매한 니트에 레이어드 하니 찰떡이에여 
베이직한 디자인이라 어디에나 매치하기 쉬워요. 심플하면서도 세련된 느낌이라 다양한 스타일링에 활용 가능해요.
캐주얼하게 데님 팬츠와 입어도 좋고, 자켓이나 코트 안에 이너로 매치해도 깔끔한 느낌이에요. 올 시즌 내내 자주 입게 될 것 같아요. 안에 기모있는거 하나 더 사고싶어요 
다양한 컬러가 있어 선택의 폭이 넓어요. 저는 아이보리를 선택했는데, 화면에서 보던 그대로라 더 만족스러웠어요.
이 정도 퀄리티에 이 가격이면 정말 가성비 최고예요. 기본템이라 하나쯤 꼭 소장해야 할 아이템 같아요.🤗"
턱시도짱구,상위 1%,25.01.08,민트(긴팔-U넥(기모ver.)),F(44~77),정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,53kg,상의 55,"가장 마음에 드는건 기모가 아주 얇아서 부해보이는게 없는게 제일 마음에 들어요😍
촉감이 부들부들거려서 기부니가 좋습니다. 색감두 미지근톤이라 촌스럽지않고 제가 생각한 색감이라 아주 좋습니다. 미지근톤 잘받는 분들 사세요 웜 쿨 안가리는 색이라 아주그냥 사세요
아, 검정색이랑 같은 사이즈로 샀는데 민트색이 아주 쪼금더 여유있어요."
턱시도짱구,상위 1%,25.01.08,블랙(긴팔-U넥(기모ver.)),F(44~77),정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,53kg,상의 55,"후기가 왜 많은지 알겠네요. 퀄이 엄청 좋다! 까진 아니지만 이 가격에 이퀄리티면 합격입니다.
남자친구가 보더니 히트텍 입었냐고 했지만 제 마음엔 듭니다. 이너로 입기도 좋아서 깔별로 쟁겨도 좋은 상품.
✔️퀄리티: 그격대비 만족. 뒤집어서 세탁기 돌렸는데 아직까진 보풀없고 만족입니다.
✔️안감: 기모라서 부들부들해요. 따끔거리는거 진짜 싫어하는데 이건 합격입니다. 
✔️핏: 팔뚝부자인데 살들 가려줍니다. 가격 대비 꽤 괜찮으니 다들 사세요
다만 검정색인만큼 먼지 잘보이는건 감수하세용"
래서판다,상위 1%,25.01.05,아이보리(긴팔ver.),F(44~77),정사이즈예요,보통이에요,화면과 비슷해요,163cm,49kg,,"163cm/49kg 
전에 리얼코코에서 기본 반팔티를 샀을때 마음에 들어서 기본 긴팔티도 샀습니다 
무난무난한 쫀쫀한 기본티이며 목도 쫀쫀해서 마음에 들어요
길이는 163기준 골반쪽까지 옵니다 
다만 소매나 어깨쪽 마감처리가 조금 아쉽지만 이정도면 만족합니다👍"
말많고키큰룰루랄라,탑리뷰어,25.01.04,스카이블루(긴팔ver.),F(44~77),작아요,아주 만족해요,화면과 비슷해요,173cm,60kg,상의 55,"세번째입니다
저번 세일기간에 화이트랑 핑크 사고 너무 만족해서 스카이블루도 샀어요 기모없는 버전으로 민트도 나오면 민트도 사려고요! 제발 민트 내주세요!
재질은 부들부들한데 되게 쫀쫀해서 약간 몸에 핏되게 붙는데 위에 가디건 입거나 포인트 아우터 걸치기에 좋은 것 같아요 운동할 때 단독으로 입거나 일상 시에 가벼운 산책에도 너무너무 잘 닙고 있어요 그리고 잘 안 늘어나요 제가 원래 하나 사고 맘에 들면 다른 색으로 여러 개 쟁이는 스타일인데 세일 기간 끝나서 고민했지만 다른 기본티 유명 맛집보다 만족도 좋아요

색깔도 화이트 핑크도 약간 파스텔 여리여리 뮤트느낌인데 스카이블루도 딱 사진 그대로 색감이에요 

길이는 키 큰 저한테 딱 골반 라인이에요 근데 어차피 아래에 오버핏 바지 입을 거여서 오히려 좋아요 길었다면 더 좋았을 것 같아욥 ㅎㅎ
민트도 내주세요!"
