아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
,,,,,,,,,,,
kura*****,상위 15%,24.03.23,Blue Gray,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,53kg,상의 55,"제주도 여행 전 급하게 구매했는데 직진배송이라 하루만에 받아서 예쁘게 입고 왔습니다:)
디테일이 많아 보이지만 의외로 입고 벗기 쉽고 모양 잡기도 어렵지 않아요! 재질과 마무리도 가격대비 너무 만족하구요!
소라색으로 여리여리하면서 고급져보여서 분위기가 다하는 옷입니다. 완전 만족해요!!!"
째롱,상위 10%,24.02.27,Ivory,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,53kg,상의 55,"진짜 여리여리함의 끝판왕입니다🥹💖
재질은 생각했던것보다 니트?류의 재질이었지만 좋아용 스판있어서 더 좋은거같아요 
어깨가 좀 넓은편인데 여리여리해보이고 넘 만족해용
약간의 비침은 있어서 검은색계열 속옷만 피하면 티안나지싶어용"
jMfyfiUq,,24.02.07,Blue Gray,Free,정사이즈예요,아주 만족해요,화면보다 어두워요,164cm,62kg,상의 55,"반려견 동반 프로필사진 찍으려고 프로필사진, 증명사진 찍을때 입기 좋은 상의 찾다가 발견한 제품이에요

블랙/블루그레이 중에 고민했는데 당일배송 되는 제품이 블루그레이밖에 없어서 이제품으로 선택했어요
사진으로 봤을때는 소라 느낌인데 컬러이름이 왜 블루그레이인지 잘 몰랐거든요 근데 실제로 받아보니 블루그레이라는 이름이 딱 맞아요 소라보다는 살짝 어두운데 그렇다고 많이 탁하지는 않아서 
퍼스널컬러 여름쿨톤/여름뮤트이신 분들이 입으면 딱 좋을것 같았어요(제가 여름쿨톤이거든요 ㅎㅋ)

사이즈는 제가 66사이즈라서 작을까봐 걱정했는데 후기보니까 괜찮다고 하더라고요 그래서 믿고 구입해봤는데 모델분처럼 넉넉한 핏은 아니지만 핏하게 예뻤어요
팔부분은 딱 붙고, 가슴셔링부분은 넉넉해서 셔링도 예쁘게 잡아줄 수 있었습니다!

가슴 셔링을 계속 잡아줘야 한다는 후기가 있던데, 저는 입고 나가서 셔링 잡아준적 없어요 잘 유지되더라고요~

소재는 골지느낌이었는데 탄탄해서 저렴해보이지는 않아요. 청바지나 회색 슬랙스에 입으면 예뻐요!

이가격대에 이런 퀄리티라면 아주 갓성비 제품이 아닐까 생각듭니다 블루그레이 만족해서 블랙도 구매예정이에요😶"
WoeG1Yue,,24.02.07,Blue Gray,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,51kg,상의 55,제가 팔이 살짝 굵어서 이런 티셔츠가 잘 안 어울리는데 이건 적당히 떨어지는 핏이라 여리여리해보이고 코디도 쉽고 컬러도 쿨톤인 저한테 잘 맞아서 좋았어요! 앞부분 주름 덕에 배 나와도 잘 안 보이고 착용감도 좋아요 다른 색도 사고싶네요 히히
sGogtIfb,상위 5%,24.12.29,Black,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,61kg,,"수플레랑 로제 다 사본사람으로서
수플레-골지재질 얇긴하지만 골지라 덜싸보임 (검정추천)
로제-겨울 폭닥폭닥재질 따뜻하지만 얇긴함 약간 싸보이는느낌이있음 (화이트추천)

오프숄더로 입으려고 누브라 붙이고 입었어요 드레이프 주름 잡기 전혀 안어려워요 자연스럽게 잡히는?? 배부분이 따악 붙어서 부담스럽긴한데 힘 잘 주고 입었습니다ㅎ 연말느낌으로 잘입었어요"
하_요,탑리뷰어,24.12.18,Blue Gray,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,44kg,상의 44,"✨상세페이지 색상이랑 정말 비슷하고 차분한 그레이톤인데 살짝 하늘색쪽 푸른계열이 아주 살짝 추가된 느낌의 색상이라 정말정말 맘에 듭니다

✨옷 자체는 두 쪽 다 내려서 오프숄더 느낌으로도 가능한데 저는 이렇게 한쪽만 내려입는게 옷 앞에 셔링잡힌 느낌이 더 사는거 같아서 좋더라구요:)

✨옷 품은 엄청 쪼이지도 않게 여리여리해 보이는 품이여서 아주아주 손이 자주가요 ㅎ헿"
xBK1bHOu,상위 15%,24.12.16,Black,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,63kg,상의 77,친구 브샤때 입으려고 급하게 샀는데 너무 예쁘게 잘 입었어요! 소재가 짱짱해서 몸을 딱 잡아주고 여성스러운 느낌을 내줘요~ 늘어나거나 보풀이 생길거 같진 않습니다! 주름을 계속 신경써줘야 하지만 옷이 너무 예뻐서 추천입니다😌
쀼랑,상위 5%,24.12.15,Blue Gray,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,53kg,상의 55,"평소 상의 55/S~M/95사이즈 입구요!
하객룩이 필요해서 구입했는데 가격대비 너무 만족합니다
롱스커트랑 코디하려고 구입했엉요
색상도 고급지게 오묘해요 딱 블루그레이ㅎㅎ
가슴 앞 주름도 쉽고 예쁘게 잘 만들어져요
어깨 파임이 과하지 않아서 출근룩도 가능할 것 같아요
소매가 좀 넓어서 아쉬워하는 리뷰들이 있는거같았는데 딱히 신경쓰이지 않는 정도였어요
재질도 이정도면 만족합니다!"
dUBZJzKa,상위 5%,24.12.11,Blue Gray,Free,생각보다 커요,보통이에요,화면과 비슷해요,158cm,46kg,상의 44,"핏을 보여드리기 위해 정직하게 찍었습니다 ..
일단 색감은 진짜 딱 그레이+소라색이고 뮤트톤한테 잘 어울릴 것 같아요
이 옷이 바스트가 있고 팔뚝살이 고민이신 분들께 가장 찰떡콩떡으로 잘 어울릴 것 같습니다 ………
제가 입었을 때는 가슴 셔링이 너무 남고 팔도 너무 널널해서 오히려 좀 더 붙어야 말라보일 것 같더라구요 ㅠ 오히려 저한테는 조금 부해보이는 느낌
약간 글램한 체형 분들께는 섹시~청순~여리한 느낌으로 잘 어울릴듯 싶습니다"
