아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
dlgk******,상위 5%,24.11.08,아이보리-레드(20수ver.),F(44~66),생각보다 커요,아주 만족해요,화면과 비슷해요,170,57,66,"생각보다 컸던 옷인데 오히려 좋았어요!
저는 티를 안으로 넣어 입는걸 좋아해서 아방해보일 것 같더라구요 ㅎㅎ 

소재도 탄탄해서 쉽게 변형되지 않을 것 같고, 가운데
빨간 글씨 모먼트가 심플하면서 포인트로 최고인 것 같아 이너로든 단독으로든 잘 입을 것 같아요 ㅎㅎ 굿!",Free
w61rdC1s,상위 25%,24.11.07,크림(20수ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,158,60,66,"티셔츠 면도 보들보들 하구
팔 기장도 안짧고 팔꿈치까지 와서 좋아요
티셔츠 길이도 안으로 살짝 넣어입어도 이쁘고 깔끔해서
만족입니다! 사진상으로 티셔츠 길이가 많이 길어보이는데 저만큼 인길어요..ㅋㅋㅋ
제일 만족은 세탁후에 옷 수축이 없었고 넥라인도 주름지는거 없이 탄탄해서 좋아요 블랙도 구입했어요 ☺️
깔별로 다 쟁이고싶네요 많이파세요 ㅎㅎ",Free
nopa******,상위 15%,24.09.30,블랙(20수ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,170,70,66,"키 170, 몸무게 70이고 가장 작은 사이즈 구매했습니다 검정색만 좋아해서 옷, 바지, 모자 전부 검정색만 구입하는 편인데 사진 보자마자 제 맘에 너무 쏙 들어서 망설임 없이 바로 구매하였습니다 배송되고 나서 개봉하였을 때 디자인은 사진 속에서 본 것처럼 똑같았고 포장도 깔끔한 상태였습니다 제품을 확인하고 나서 바로 옷을 입어봤는데 옷핏은 여태까지 구매했던 옷들 중 최고로 잘 어울렸고 제가 어깨가 남들보다 넓은 편이라 불편할 줄 알았는데 의외로 착용감 또한 훌륭했습니다 일교차 심한 가을이나 추운 겨울에는 안에 이너용으로 입고 겉에 후드티를 걸치는 식으로 착용하셔도 좋습니다 소비자들이 많이 사가면서 칭찬하는 데에는 다 이유가 있다고 생각합니다 나중에 할인쿠폰 나오면 하얀색 모멘트 옷까지 구매할 예정입니다 ! 이 옷 만드신 분 복 받으시고 꼭 번창하세요!!!!",Free
Wi5xJn0V,상위 15%,24.09.19,아이보리-레드(20수ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,155,50,55,"길이감도 그렇고 촉감도 그렇고 모두 다 만족하는 옷이예요! 누런끼 전혀 없는 아이보리 색이라 웜톤, 쿨톤 상관없이 모두 다 잘 입을 수 있을 거 같고 레드20수ver.여서 조금 튀면 어쩌지 살짝 걱정했었는데 그럴 필요가 없었어요 너무 예쁘고 너무 좋아요👍 개인적으로 옷에 레터링 크게 있는거 별로 안좋아하는데 이 옷은 크기도 딱 적당하고 가운데에 적혀 있어 어중간하지 않아 좋습니당^-^",Free
mD6yYyGP,상위 15%,24.07.01,오트밀,F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,158,52,55,포장도 깔끔하게 되어있고 색상과 재질이 정말 좋더라구요 요즘 땀이나서 티셔츠를 바로바로 갈아입어야 하자니요 이거 진짜 너무 촉감좋고 길이도 적당해요 그래서 편하게 입기 좋은 길이감이에요 얇고 비침없이 여름에 입기 너무너무 좋은 티셔츠예요 고민할 필요없는 제품이네요,Free
YM8fs5v0,,24.06.21,아이보리-레드,F(44~66),정사이즈예요,보통이에요,화면과 비슷해요,165,42,44,"옷의 질감이 매우 좋습니다. 부드러움 그 자체... 근데 사진에선 잘 안 보일지 몰라도 새로로 세줄이 났습니다. 왜인지 알 수 없어서 일단 반품 안 하고 입었습니다. 그리고 목 라인은 2번 정도 빨래하니까 흐물거립니다.
하지만 모든 단점을 눈 감을만큼 천의 면질이 너무 좋습니다.",Free
qv7nFVgn,상위 10%,24.05.30,크림,F(44~66),생각보다 커요,아주 만족해요,화면과 비슷해요,155,50,55,생각보다 ? 좀 널널하구용 재질은 여름에 입기 딱 좋은 ! 엄청 부들하고 시원할거같아요 갠적으로 널널해서 더 맘에 듭니다 ㅎㅎ 초록색으로 맞춰 입을려고 샀는데 좋네요 재질이 부들한만큼 속옷은 다 비춰지니 속에 이너입거나 어두운색 피하몀 될듯요,Free
SKcBoMJO,,24.04.27,아이보리-레드,F(44~66),생각보다 커요,보통이에요,화면과 비슷해요,171,53,66,다른 색 사고싶었는데 빠른배송이 이색깔 뿐이라 이걸로 구매했어요 엄청 잘 늘어나는 재질이구요 사이즈는 통이긴 하지만 큰 사이즈 생각하고 산거라 괜찮아요 그리고 레드 포인트도 마음에 듭니당 ㅎㅎ,Free
RaHE6nEN,상위 1%,24.12.31,크림(20수ver.),F(44~66),정사이즈예요,보통이에요,화면과 비슷해요,154,50,66,"여름에 블랙으로 잘 입고 다녔어요
재질도 부들부들하고 회사다닐때
거의 교복처럼 입다시피하다가
외투안에 입을 밝은색으로
추가 구매했어요

하루만에 배송받았구요
근데...같은 재질 맞나요..ㅡㅡ;
기존에 샀던 제품과 완전 다른 재질의 
옷이 온 듯해요 촉감이 너~무 다릅니다

반품 귀찮아서 그냥 입어요",Free
rWmzE6Qs,상위 15%,24.10.27,아이보리-블랙,F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,160,51,44,촉감이 정말 보들보들 부드럽고 구김이 잘 안 가는 소재입니다. 그리고 기장감이 길어서 넣입하기 좋아요! 레터링이 이쁘게 들어가서 단독으로 입어도 좋고 요즘같은 간절기에는 자켓 안 이너템으로도 자주 입습니다 좋아요👍🏻,Free
