아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
9xw9******,,24.11.26,오트밀 (기모ver),free,생각보다 커요,아주 만족해요,화면과 비슷해요,158,52,66,"겨울 맨투맨인거 같아요! 
우선, 맨투맨이 따뜻하고 부드러운 소재로 되어 있어 겨울철에 입기 딱 좋은거같아요! . 착용했을 때 부드럽고 활동할 때도 편안하고 디자인도 이쁘고 다양한 하의와 잘 어울려서 자주 입을거같아요 .!! 색상도 마음에 들었는데, 차분한 톤이라 여러 가지 코디에 활용할 수 있어 만족해요ㅜㅜ 😚!! 🍀🤍
세탁 후에도 변형이 없고, 보풀도 잘 일어나지 않아 관리가 편하고 사이즈는 정사이즈로 선택했는데, 너무 딱 맞지도 않고 적당히 여유 있는 핏이라 편하게 입을 수 있엉용!! 겨울철 데일리 룩으로 강력 추천합니다! 정말 가성비 좋은 아이템인 것 같아요. 다음 시즌에도 다른 색상으로 추가 구매할 예정입니다!",Free
pCmq5Drj,상위 10%,24.11.23,오트밀 (기모ver),free,정사이즈예요,보통이에요,화면과 비슷해요,172,54,55,"팔 길이 짧지 않아서 맘에 듭니다!
팔다리가 긴 체형이라 보세옷 사면 웬만해선 짧은 게 대부분인데 여유롭진 않아도 짧진 않네요
밝은 컬러도 괜찮고 기모도 괜찮아요
대신 도톰한 기모 생각하면 실망할거고 그냥 얇게 기볍게 든 기모 생각하면 만족스럽습니다
저는 가벼울거라 생각한 편이라 적당하다고 생각했어요
기모는 정말 단면은 아닐 정도~ 로만 생각하셔야 만족하실듯
물론 시보리도 짱짱한건 아니고 올해 휘뚤마뚤 입고 지낼 정도로만 생각하세요ㅋㅋ",Free
9vwcZpQC,상위 5%,24.11.07,오트밀 (기모ver),free,정사이즈예요,보통이에요,화면과 비슷해요,164,48,55,"기모 추가했더니 부드러워서 좋아요 색깔도 맘에 들어요 근데 생각보다… 핏이.. 이상해요…! 밑에 쭈리가 힘이 하나도 없어서 입으면 아래가 퍼지면서 상체가 종 모양…? 처럼 보여요…! 그리고 엄청 얇아서 한 철 입으면 바로 잠옷행일 것 같은 느낌? 저렴한 편이라 큰 기대는 안 하긴 했는데… 그래도 한 철 편하게 입을 것 같아요

+) 좀 입어보니까 편하고 무난하게 입기 되게 좋네여 만족만족",Free
m8z8FlLL,상위 10%,24.10.30,곤색,free,정사이즈예요,아주 만족해요,화면과 비슷해요,162,57,55,"저는 하체대비 상체가 날씬하고 허리가 긴 체형이에요.
네이비 컬러로 선택했는데 색감이 아주 마음에 들어요.
살짝 루즈하게 떨어지는 핏이고 소재가 흐늘흐늘하고 두껍지 않아 간절기에 입기 너무 좋아요.
휘뚜루마뚜루 입을 수 있는 데일리아이템입니다.
너무 마음에 들어서 색깔별로 사두고 교복처럼 입을 것 같아요.
모두 한장씩 구매하면 후회 없을 거라고 자부합니다!
만족스러운 쇼핑이었어요 ㅎㅎ",Free
9UR2PsU6,상위 15%,24.09.27,곤색,free,생각보다 커요,아주 만족해요,화면과 비슷해요,160,52,44,"루즈핏이라 그런가 전반적으로 길게 나왔어요! 160기준 총장도 엉덩이 반정도 덮을 정도로 길고 소매도 깁니다.

색감은 딱 예쁜 곤색이에요. 너무 파랗거나 쨍하지 않은 검은색+남색 느낌입니다. 지금 입기엔 더운 감이 있어서 좀 더 추워지면 잘 입고다닐것같아요ㅎㅎ 면도 부드럽고 폭닥폭닥해요. 새 옷 냄새도 안나고 아주 만족합니다 :)",Free
EK6VzhjX,,24.12.27,오트밀,free,생각보다 커요,보통이에요,화면과 비슷해요,154,44,,"재질이 얇고 부드러워서 맨살에 입어도 괜찮아요! 다만 뒤에 마감 정리가 잘 안되어 있는게 아쉽네요
제 키는 옷이 엉덩이까지 덮어서 바지에 넣어 입는게 좋을 것 같아요",Free
so20da01,상위 5%,24.10.26,곤색 (기모ver),free,생각보다 커요,보통이에요,화면과 비슷해요,161,53,55,"생각보다 큰데 어벙벙하진 않아요 
색깔도 딱 원한 예쁜 곤색이에요
(카메라엔 잘 안나오네요)
얇긴 한데 기모 들어간 버전이라 
지금 날씨에 입으면 딱일 것 같아요
만족합니다!",Free
HmPcRGeh,,24.04.24,오트밀,free,정사이즈예요,아주 만족해요,화면과 비슷해요,170,70,66,"넉넉한 길이고 너무 루즈하지 않아 딱 좋아요😄 
그래서 부담 없이 입을 수 있습니다 .
색깔도 밝은 오트밀이라 청바지와 검은 바지 등 어디든 매치에서 입으면 예쁠 거 같아요😀
 봄에서 지나 여름으로 가는 이 시기에 입기 딱 좋은 얇기라 지금 입을 맨투맨을 찾고 있으시다면 요것도 한번 픽해 보시는 것도 좋을 것 같아요.",Free
HL7BXvMH,상위 10%,24.04.15,메란,free,정사이즈예요,보통이에요,화면과 비슷해요,,,,"두께가 얇아서 요즘 아침 저녁으로 입기 좋아요
무난하게 출퇴근용으로 입기좋은 옷같습니다
배송 굉장히 빠르게 와서 만족스럽습니다
잘입을게요~
세탁후에 옷 시보리 부분 늘어나지않을까 조금 걱정되긴합니다",Free
mjjj******,,24.03.27,곤색,free,생각보다 커요,아주 만족해요,화면과 비슷해요,161,55,55,"생각했던 사이즈보다 조금 크긴 했는데 여유 있어서 오히려 더 손이 자주 가네용 ㅋㅋ 벌써 몇 번이나 입었는지 모르겠어요,, 네이비 블루종이랑 입어도 찰떡 ! 착용감이 편해서 출근할 때도 휘뚤마뚤 입어줄 것 같아용 💛",Free
