아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
Pziuu5wd,상위 30%,24.12.16,핑크[양기모],,정사이즈예요,아주 만족해요,화면과 비슷해요,165.0,60,66,"진짜 따뜻해요 기모가 두툼하고 부드러워요
색상도 밝고 쨍하니 너무 예뻐요
임산부라 배가 조금 나왔는데 가려지고 
핏 자체가 오버핏이에요 
너무 마음에 들어서 다른 비비드한 색상이 있다면
색상별로 구매하고싶어요~~!",Free
Luv_me,상위 5%,24.11.04,핑크[양기모],,생각보다 커요,아주 만족해요,화면과 비슷해요,168.0,52,55,"배송이 좀 오래걸리긴했는데 뜯어보자마자 기분풀림
색상은 생각했던거보다 실제가 더 이뻐요
도톰하니 너무 부드럽고 보들보들 촉감 증말 최고에여
날씨 추워지자마자 도착해서 입고가려고 바로 세탁했어욬ㅎㅎㅋㅎㅋ
고민 왜했지.. 진심 너무 마음에들어여",Free
kara******,상위 15%,23.10.20,핑크,FREE,생각보다 커요,보통이에요,화면보다 밝아요,173.0,65,66,"아니 저 울산사는데 배송 왤케 빨라요..? 시킨지 20시간만에 도착..? 감동먹었어요..
이렇개 밝은 핑크 첨 입어보는데 생각보다 진짜 예쁜거같애요! 안에 소재능 생각보다 까슬까슬해서 놀랐구 색감두 사진쩌럼 막 쨍한 색이 아니라, 진짜 지그재그 로고색 이에요 ㅋㅎㅋㅎㅋㅎㅎ 지금보니까 지그재그 로고 색이랑 똑같네.. 핏 넘 이쁘구 무난하게 잘 입고다닐거같아요 감사합니다 🩷🩷",Free
뚜아,상위 5%,22.02.24,네이비,,생각보다 커요,보통이에요,화면과 비슷해요,155.0,47,55,"예쁜데 너무너무 커서 배송비는 아깝고 당근했어요..

길이도 상세보다 2-3센치길고
엉덩이 다 덮고도 아래로 내려오고
손끝까지 다 덮을 정도로 소매도 길어요 ㅠㅠ
자수 퀄리티도 색감도 참 맘에 드는데 사이즈가 아쉽네오 ..",Free
VdiEhJRC,상위 10%,24.12.10,백멜란지[양기모],,정사이즈예요,아주 만족해요,화면과 비슷해요,166.0,61,66,"조금 짧을까 했는데 제 키에 잘 맞고 너무 이쁜거같어요. 
다음에도 다른색으로 사고싶네요. 
안에 기모도 너무 따뜻하고 이거입고 패딩입으면 딱일거같어요. 이 퀄리티 너무 만족합니다.",Free
4X55UpPh,상위 10%,24.12.08,핑크[양기모],,생각보다 커요,아주 만족해요,화면과 비슷해요,165.0,,66,"폭닥한 느낌에 너무 박시하지 않으면서 적당히 오버핏이라 맘에 들어요. 소재도 굉장히 따뜻하고 겉면이 톡톡해서 구김이 많이 생기지않더라구요. 접어놓아도 구김이 별로 없어서 관리상으로는 편하겠어요~
봄웜라 여쿨 걸쳐있는데 피부톤이 맑아보이고 쨍한 핑크라 튀긴해도 형광빛 이런건 아니라 괜찮아요ㅎㅎ",Free
여쿨웨입,상위 20%,24.11.07,백멜란지,,정사이즈예요,아주 만족해요,화면과 비슷해요,169.0,55,55,노란끼 하나도 없는 정말 흰색+멜란지 입니다. 쿨톤이라 완전 만족합니다. 핏도 살짝 흐물하고 여유있어서 편하고 예뻐요,Free
EZndaMNs,상위 10%,23.11.29,백멜란지(양기모),,생각보다 커요,보통이에요,화면보다 밝아요,171.0,65,66,정말 고민하다가 초록색 반바지랑 입으면 예쁠거 같아서 겨울버전으로 구매했어요! 생각보다 색은 많이 밝았어요..메란지 느낌보다 확실히 백!메란지 입니당. 사이즈도 예상보다 넉넉했고 키 큰편인데 팔 짧지 않고 길이도 다 내리면 엉덩이 반정도? 기모 있다고 해서 혹시 너무 핏이 부할까 했는데 기모가 두툼하지만 핏에 영향을 크게 주진 않는거 같아요! 어깨 넓은편인데 확실히 부각은 덜해요~ 두번째 사진처럼 어깨넓이대로 떨어지는 느낌때매 정사각형같이 보이지만 잘 정리해 입으면 괜찮아요. 목부분은 너무 조이지도 않고 적당해요! 다만 기모라 그런가 옷에서 먼지가 많이 날리고 시큼한 냄새가 좀 심해서 한번 세탁 후 입는게 좋을 것 같아요!,Free
cUC2g34M,,22.11.01,핑크[양기모],,정사이즈예요,아주 만족해요,화면과 비슷해요,177.0,62,66,"생각보다 완전 두꺼운 기모네요!! 양기모라 엄청 따듯할것같습니다!! 색상은 생각보자 좀 쨍한핑크에요
연한핑크 원했는데 겨울이라 쨍한색도 이쁜거같아요!! 
품이랑 기장 다 넉넉합니다!!!",Free
lsdjSnBq,상위 30%,25.01.12,백멜란지[양기모],,생각보다 커요,아주 만족해요,화면과 비슷해요,157.0,50,33 이하,"직진배송이라 그런지 배송도 하루 만에 왔어요!
옷 퀄도 괜찮구 겨울에 입기 조아요
옷이 좀 오버핏인데도 어깨부각이 안되고 딱 예쁜 오버핏이에요",Free
