아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
럽멍,상위 10%,24.11.04,오트밀,FREE,정사이즈예요,보통이에요,화면보다 밝아요,161,46,44,"두 번째 구매한 니트 집업✨
2년 전쯤 구매 후 너무 잘 입어서 똑같은 제품 찾아서 한번 더 구매했어요:)

컬러는 화면보다 밝은 베이지라 입으면 화사해 보여요! 좋아하는 니트집업 입니다😆🫶🏻

니트 특성상 보풀은 보풀제거기로 잘 관리하면 예쁘게 잘 입을 수 있을 것 같습니다!",Free
XWTOiUD6,,23.12.06,오트밀,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,,,,사이즈도 넉넉하고 재질도 부드럽고 좋아요 보풀이 좀 쉽게 생기는 재질이라 살짝 아쉽지만 여기 저기 입기에 부담 없고 핏도 이뻐요 지퍼 부분 마감 처리도 깔끔하게 잘 되어 있고 배송도 겁나 빠르고 이래저래 만족한 쇼핑이네요,Free
평범한당근,상위 10%,23.11.24,연밤,FREE,정사이즈예요,보통이에요,화면보다 어두워요,162,66,66,"마감 처리 조금 아쉬운데
장점이 너무 많아 감안 가능함니다
재질 폭닥폭닥하고 부드러워서 좋아요ㅠ
연밤 리뷰도 사진도 별로 없어서 색 고민 많이 하다가 고른건데 흔하지않아 오히려 좋습니다
브라운?인데 따뜻한 브라운! 연한게 아니라 색이 따뜻해요 지퍼 저는 잘 올라가구 잘 채워져서 다행이였구
보풀은 어쩔수없을 것 같습니다 근데 소재가 되게 부드럽고 감싸주는 느낌이라 자주 찾을것같아요
내일 여행가는데 이거 입고 갈거에요 벌써 설레요",Free
2VBUC4Hq,,23.11.21,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168,70,66,개인적으로 너무 너무 맘에 들어요~ 보드러운 재질이고 지퍼도 부드럽고 특히 팔부분이 쫀쫀해서 좋네요 :) 와이드팬츠랑 코디해서 입었는데 겉에 루즈핏 아우터를 함께 입어도 좋은것 같습니당~ 펑퍼짐하지 않은 니트집업을 찾고 있었는데 가격도 디자인도 딱입니당,Free
8zC2VrI0,,22.12.21,오트밀,FREE,생각보다 커요,보통이에요,화면과 비슷해요,158,74,88,"평소 77에서 88까지 입는 편이라 안맞을까봐 걱정했는데 잘 맞네요ㅎㅎ
소매도 생각보다 길긴 한데 불편한 정도는 아니고 가끔 접어서 입어도 괜찮을 것 같아요
맨살에 입어도 따갑지도 않고 엄청 부들부들한데 마감이 좀 아쉬워요
지퍼도 엄청 뻑뻑해서 한번씩 걸리는 부분 빼면 너무 맘에 들어요",Free
eUSrVOI2,,22.11.02,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163,70,77,"아 이거 일주일에 한번은 무조권 입음
넘 좋음 따듯하고
겨울에도 입을 수 있을 듯 
밑에 지퍼 열고 입으면 간지남
안열고 입어도 이쁨
다른색깔도 사고 싶은데 돈이 없음 ;; 
휴 쨋든 이쁨",Free
치킨,,22.03.30,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,65,77,"77사이즈 입는데 크지도 작지도 않았구요
색은 화면이랑 비슷해요
핏은.. 두번째 사진이 현실 핏이랄까요..
아무래도 덩치가 있다보니 여리핏은 안 나오고
어깨선이 너무 애매해서 어깡 같아보여요
그리고 지금 사면 좀 늦은감 있습니다
이름에 후끈이 있는 걸 왜 지금 봤을까요ㅋㅋ
더위 잘타면 요즘 날씨에 낮에는 좀 더워요ㅠㅠ
많이 못입고 옷장에 넣어야 할 것 같네요
그래도 전체적으로는 만족스러운 구매였어요",Free
ys22ms2X,,22.03.24,오트밀,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160,52,55,"집업니트 사고싶어서 진짜 온 쇼핑몰 리뷰를 다 뒤져봤는데 결국 3만원대 제품들은 다 퀄리티가 비슷해보이더라구요 여기가 제일 저렴하고 당일발송이래서 구매했어욥
배송 하루만에왔어요 짱짱 ㅎㅎ
부드럽고 포근하고 예쁩니다~ 재질은 말랑말랑 느엉느엉 늘어나는 재질이고 보풀이 나긴 하겠지만 감안하고 저렴하게 산거라 만족해요 ㅎㅎ 다음주부터 입기 딱 좋을 두께에요

그리고 지퍼얘기가 많아서 걱정했는데 생각보다 크게 문제 없었어요~ 아랫지퍼가 뻑뻑하지만 올라가긴 합니다
잘입을게욘",Free
v75cC7VI,,22.02.20,로즈핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163,50,55,"질이나 따뜻함 핏 모두 모두 100점입니다

그치만

환불을 할까 말까 고민을 정말 많이 했습니다. 
왜냐면,, 잇츠 투머치 할머니 핑크 ,,,
평소 하늘색 잘 받는 저에겐 역시나 색이 잘 안 받고 색깔 자체가 그렇게 예쁜 색 이란 생각은 안들어요. 
에이 그냥 그레이 할걸 괜히 나댔다. 라는 생각을 했습니다. 

하지만 색상은 정말 취향 타는 거니까요 ! 
화면에 보이는 핑크와 동일 합니다 ◡̈ 
잘 보시구 생각해보고 사세요 ! 

핑크 후기는 핑크를 선택한 사람의 후기이기 때문에
후기에 휘둘려 핑크를 선택하기 전 잘 생각해보십시유 ..",Free
xn6OAF59,,22.01.18,차콜,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164,61,55,"대한통운 파업 지역에 살고 있는 술무살으로서,,
이 디자인을 얻기 위해 정말 여러 쇼핑몰들을 들락날락하고
오늘 받게 되었는데요 이런 상황이라면 기대감이 상당한
편이라 혹여나 실망하게 되면 속상한 마음도 무지막지하게
큰 거 아시져???? 근데 개뿔 걍 입자마자 이뻐서 기분
개조았슴;;ㅎㅎㅎ 길이도 넘 맘에 들고 걍 입자마자 와
소리만 나왔서요 하;; 이거 입고 술 마시면 번따 
쌉가능일가요??? 하;;; 뻘소리 제송하고요 그냥 이부다구요,,
챠콜 고른거 후회 일도 없고 넘넘넘 잘 고른듯 챠콜 체고;;",Free
글라,상위 5%,24.10.12,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,165,65,55,"다양하게 연출해서 입은 사진이에요. 다 해봤는데 역시 첫번째사진처럼 모델분같이 위아래로 트여주는게 이쁘더라구요.

소재가 되게 부드러운 뜨개질 실같아요. 생각보다 두껍고 폭신하고 흐물텅 거려요. 엄청 솜이불같고 포근해서 좋아요. 온몸에 이불두른 느낌입니다. 지금날씨에 입으려면 안에 얇은 끈나시입고 입어야 입을수 있을 정도로 두툼합니다.

카라부분이 생각보다 작아서 더 컸으면 좋았을것같아요
카라를 크게 하고 싶어서 더 내려도 봤는데 그래도 저한텐 카라 사이즈가 아쉬웠어요.

두번입었는데 책상에 닿는 팔부분에 보풀이 잘 생기더라구요 뭐 자르면 되니까 괜찮아요. 이정도면 만족합니다",Free
OS8IVwZs,상위 5%,24.12.31,연밤,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158,56,66,"카라가 좀 더 넓었으면 핏이 더 예뻤을 것 같아요. 
손목 디테일이 예쁘고 전체적으로는 괜찮아요 
무엇보다 옷이 부글부글해 포근해요",Free
pWClWh0D,상위 10%,24.12.10,차콜,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160,52,55,"까슬거리지 않고 핏도 적당히 이뻐요
여행 다느라 이틀내내 입었는데 팔 안쪽에 털뭉침?이 좀 심하네요ㅠㅠ 
보풀제거 자주 해줘야할거같아요",Free
epickky,,24.12.02,그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,165,62,66,이쁘간 한데 마감이 별로 지퍼부분이랑 목ㄷ 부분에 보풀이 심한거 빼고는 괜창ㅎ아요 정핏이고 도톰해서 옷이 좀 무거워요 색은 쿨톤 회색이라 ㄱㅊ,Free
WrknRb6p,,23.02.23,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,입으니 이뻐요~~디자인 이쁘게 잘빠졌고 부들부들한데 두껍기두 해서 따듯하게 입고 다닐거 같구.. 요즘에 딱 좋아요 사이즈는 오버하게 입고 다니기 딱 좋은거 같아요 ! 색상은 마지막 사진이랑 제일 비슷합니다. (164/43),Free
넷플릭스,,24.03.08,차콜,FREE,생각보다 커요,별로예요,화면과 비슷해요,,,,"어두운곳에서는 거의 검정에 가깝게 보이고 밝은 빛 아래서는 확실히 차콜 느낌 나요
161cm 45kg기준 넉넉하게 입을수있어요
간절기 아우터로 입기 좋은거같아요
(+며칠입었더니 보풀이 엄청 일어났어요ㅜ)",Free
jwvLBcfW,,23.10.18,차콜,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163,70,77,"생각보다 넉넉해서 편하게 입고다닐거 같아요. 자크도 후기랑 다르게 스무스하게 올리고 내릴 수 있어서 좋아요. 마감은 이정도면 깔끔한 편이고 보풀문제는 원래 소재가 이래서 별로 신경 안써도 될거 같아요.
피부가 예민한편이라 니트 잘보고 사야되는데 이거는 부들부들하고 안따가워서 좋은거 같아요",Free
toom***,상위 5%,23.10.16,연밤,FREE,정사이즈예요,보통이에요,화면과 비슷해요,159,49,55,"독서실다닐때 입으려고샀는데 보풀은잘날것같고 
지퍼..지퍼가진짜 안올라가요 10분동안 끙끙거리다 겨우 올려서 입엇는데 지퍼밑에가 갈라지네요ㅋㅋ 사진에도 저래돼잇는데 원래이런스탈인가보다하고 입으려구요
지퍼 때문에 집업으로는 벗엇다입엇다 하진 못할것같고 그냥 후드티다생각하고입으려고요
두툼하고 따뜻하긴 한것같아요 색 무난하고 어느정도 이너입어도여유잇어서 잘입을듯한데 리뷰보니까 보풀때문에 한철밖에못입을듯하네요ㅋㅋ",Free
5TKL8H1j,상위 15%,24.12.15,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162,65,66,보들보들하니 단독으로 입어도 괜찮아요. 지퍼는 부드럽진 않네요. 한번씩 걸려요. 뱃살이 많은데 밑쪽 지퍼를 올려서 열수있어서 너무 좋아요. 후드있는 제품 있다면 더 좋을거 같아요! 보풀은 좀 생길것 같지만 부드러우니까 만족합니다.,Free
감자히어로,탑리뷰어,24.12.13,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163,47,44,"단 사진 한장으로 설명하겠습니다!!
아니요¿ 설명도 필요없습니다
배송 오자마자 너무 맘에들어서 세탁 하고 
휘뚜루 빠뚜루 입고다녀요 
보들하고 딱 생각한 핏에 색감도 예뻐서
자주 입을거같아요 감사합니다
잘 입고 다닐게요!",Free
halo****,상위 25%,24.12.04,로즈핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168,55,55,작년에 연밤 컬러 구매하고 만족해서 로즈 컬러로 새로 구입했어요. 이런 투웨이 니트 스타일 좋아해서 다른 곳 것도 입어봤는데 여기 집업이 따뜻하고 핏도 예쁘고 귀요워서 좋아요. 특히 엄청 부드러워서 그냥 나시랑 입어요.. 컬러도 화면과 거의 흡사합니다. 약간 아쉬운 점은 보푸라기 정도인데 보세치고는 덜 일어나는 것 같아요.,Free
월급소진중독,탑리뷰어,24.11.08,차콜,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,163,56,55,"까실한 재질아니라서 좋아요
휘뚜루마뚜루 입을 수 있을 것 같습미다 💖
안에 이너로 좀 긴 티 입으면 레깅스입고 코디해도 찰떡일거같고 따뜻합니다🥹",Free
나림,상위 10%,24.11.01,오트밀,FREE,정사이즈예요,아주 만족해요,화면보다 밝아요,162,58,55,조명때문에 색이 잘 안나왔는데 화면이랑 색은 거의 비슷한데 살짝 밝아요. 너무 크지도 작지도 않게 상비 체형 보완 잘 해주고 따끈따끈 보들보들해서 촉감 너무 만족스러요!! 팔이 긴편인데 길이도 적당하니 좋아요~ 다만 요 니트 실 특성상 보풀이 잘 일어날 것 같긴 하네요🥹,Free
doye******,,24.03.11,오트밀,FREE,정사이즈예요,보통이에요,화면보다 밝아요,168,51,44,"169/53
오트밀색상 생각보다 많이 밝았어욥...ㅎ
ㅜ지금보니까 저는 4마넌에 샀는데
아쉽네요.. ㅠㅠ브라운?으로 살꼬르...
허리잡아주는 부분도 힘이 없어서
핏좋게 입으려면 한번 들어줘야함미닷",Free
HK0d5Luk,,23.12.23,차콜,FREE,생각보다 커요,아주 만족해요,화면보다 어두워요,162,60,66,"1. 생각보다 크고요 (전 넉넉해서 좋아요 )
2. 생각보다 엄청 따뜻해요 
3. 냄새는 안나요 
4. 털이 많이많이 날려요 
5. 소매 퍼프스가 살짝 거슬리지만 뭐 괜찮아요 
6. 무엇보다 아래 지퍼가 뻑뻑하고 잘 안 올라가요 ㅠㅠ",Free
G87h0Ztt,,23.12.19,오트밀,FREE,정사이즈예요,보통이에요,화면과 비슷해요,173,85,88,생각보다 훨씬 좋아요 색상은 두번째 사진이랑 좀 더 비숫한데 저거보단 좀 어둡게 밝은..? 쨋든 실물로도 예뻐요!! 길이나 사이주도 생각보드 넉넉하고 재질도 부드러워서 이너 없이도 입을 수 있어요 매우 만족합니다!!,Free
sodl******,,23.12.05,그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,165,65,66,"생각보다 엄청 포근하고 따뜻해요!
투웨이지퍼가 조금 뻑뻑하긴한데 잘입고 다닐것같아요!
색감도 완전 맘에 들어요~!
투웨이 고민하다가 주문했는데 완전 만족스럽습니다. 
니트 특유의 부해보여서 뚱뚱한 느낌이 없어서 좋아요",Free
SNYYS1qO,,23.03.07,연밤,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,157,60,66,완전 보들보들해여! 하나도 안까슬거리구 지퍼도 잘 내려지고요 오트밀 사고싶었는네 품절이라 아쉽게 연밤 샀는데도 색감 예쁘고 좋아요! 왜 고민하면서 장바구니에 담아뒀다가 이제야 삿는지 ㅠㅠ 보풀만 안나면 금상첨화!! 보풀 나는지는 입어봐야할것 같아요 ㅎㅎ,Free
c9HO5Okn,,23.03.06,로즈핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160,64,66,"매일 입어요 진짜 매일 ! 출근할때도 주말에 놀러갈때도 마트,편의점 갈때도 간단하게 걸쳐입기 좋아요! 단 지퍼가 갱장히 까다롭지만 옷 자체에 만족해서 지퍼는 제가 감당하기로 했어요! 다른 색상 구매도 고민중에 있습니다",Free
