아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
6Rl74RVs,상위 5%,24.09.28,아이보리,M,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,53,44,"자칭타칭 어깡임
어깨 말고는 상체가 얇은편이라 M사이즈 구매했음
어깨 딱 알맞게 맞고 핏하게 잘 입을 수 있을듯
니트, 가디건 안에 입기 매우 좋음
가디건 안에 입고 벗고 했는데 구김이 없음
원래 리뷰,,귀찮아서 안 쓰는데 포토리뷰 쓸 정도로 감동받음",M
jhe0***,,24.03.21,아이보리,M,정사이즈예요,아주 만족해요,화면과 비슷해요,167.0,53,55,"단추마감도 괜찮았구 너무 타이트할까봐 걱정했는데 168/57 ( 상체는 하체보다 마른편) 기준으로 살짝 넉넉해서 좋았어요! 레이어드 용으로 입으면 좋을듯 ㅎ
색도 완전 쨍한 화이트입니다",M
e1l22exb,,24.03.18,아이보리,M,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,51,55,"✨초초초초강추합니다✨
- 상체가 부해보이는 체형이다 (목 짧음, 어깨 넓음, 팔뚝살 있음)
- 하지만 그나마 허리가 얇다
- 니트나 가디건, 뷔스티에와 레이어드해서 입을 적당히 크롭하고 적당히 슬림한 셔츠가 필요하다
- 쉽게 주름이 생기지 않았으면 좋겠다
⬆️ 당신이 이런 조건에 부합하는 셔츠를 찾아 헤메는 사람이라면, 더 고민할 필요 없이 이 제품으로 결정하세요! 이때까지 직잭에서 샀던 모든 종류의 옷 중 가장 마음에 듭니다. 포장도 깔끔하게 와서 기분이 넘 좋네요. 마감도 나쁘지 않아요! 가격 대비 대만족입니다 💛",M
ugji***,상위 5%,24.12.21,스카이블루,S,정사이즈예요,아주 만족해요,화면과 비슷해요,156.0,41,44,허리선도 나오는데다가 살짝여유도있어서 만족해요 재질은 스판기도좀있고 빳빳하지않은 부들부들 사박사박한 느낌이에요 풀어서입어도이쁘고 단추잠그고 위에 니트나 가디건입어도 예쁠것같아요(156/41),S
blis******,상위 5%,24.12.10,아이보리,S,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,38,44,"존예다~ 이거에여 걍 있는 셔츠 꾸역꾸역 입다가 길이도 안맞고 하는거 빡챠서 레이어드용 셔츠 충동 구매 했는데 아~주~ 마~음~에 쏘옥~~들어버렸지 뭐에요!! 
같ㅇ은 쇼핑몰 가디건이랑 샀는데 그냥 군침이 싸악~ 느낌이 이야~ 부들부들? 아뮤튼간에 촉감이 좋!아!요!",S
jimi******,상위 5%,24.12.10,블러쉬핑크,M,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"받을 때 옷걸이에 얌전하게 잘 걸려와서 구김 없이 받았습니다.

키에 비해 어깨가 좀 있다! 하시는 분들은 사이즈업 추천합니다. 그리고 바스트 좀 있다 하시는 분들께서는 잠길 수는 있다만 단추가 버거워 할 수도 있다는 점 알려드립니다.

품질 자체는 매우 좋습니다! 스판이 잘 들어가서 아주 쫀쫀하고 단추 마무리 등등 깔끔합니다. 기장은 생각보다는 짧았고 굴림이 절묘하게 들어가 허리라인을 잘 살려줍니다. 
색상은 상세페이지와 같으나 형광기가 살짝 있습니다.

잠궈서 입어도 좋고 안에 나시를 입고 오픈해서 입는 방법도 있습니다.",M
K2iLiORf,상위 10%,24.12.01,아이보리,L,정사이즈예요,아주 만족해요,화면과 비슷해요,161.0,52,55,"전에 원사이즈로만 판매할 때 샀었고 너무 핏해서 뱃살 신경쓰이고 단추가 터질듯한 느낌이라 걱정했었어요
그래서 라지 샀는데 확실히 여유 있는 핏으로 겨울에 이너용으로 좋은듯 합니다 안에 히트텍도 입고요~~ 어깨선 넘어서 좀 큰 느낌이 있긴 해서 다음엔 중간 사이즈 사는 거 생각중이에요
그래도 위에 니트 걸쳐 입기도 좋을듯 해요 물론 염두에 두고 샀습니다!!
탄탄한 흰셔츠로 세탁에도 부담없는 셔츠로 추천!",L
소금우유아이스크림,상위 5%,24.11.26,아이보리,M,정사이즈예요,아주 만족해요,화면과 비슷해요,168.0,56,55,"셔츠 소재가 너무 빳빳한 재질이 아니라서 팔부분 구김이 잘 안가서 너뮤 좋아요!! 
라인 자체가 슬림하게 잡혀있어서 니트나 가디건이랑 레이어드할때 핏이 예쁘게 살아있어서 너뮤 만족합니다!!",M
op3hAvu9,,24.11.25,아이보리,M,정사이즈예요,아주 만족해요,화면과 비슷해요,167.0,55,55,"[167/55 스트레이트 체형]
놀이공원 갈 때 입으려고 샀어요!
상체가 좀 있는 편이라 작을까봐 걱정했지만 신축성이 엄청 좋아서 편하게 잘 착용했습니다💕
가슴 단추 벌어짐은 좀 있는 편이예요!
핏이 너무 예뻐서 자주 착용중입니다😊",M
rainbow_yu,상위 1%,24.11.14,아이보리,S,정사이즈예요,아주 만족해요,화면과 비슷해요,157.0,52,55,"오버핏 셔츠 입어봤는데 제 체형에는 어울리지 않더라구요 ㅠㅠ 더욱 부해보이고 덩치 있어 보여서 
셔츠는 아예 포기하고 살았습니다..
혹시 딱 맞는 셔츠는 어떨까 궁금 반 
제발 셔츠 좀 이쁘게 입어보자 희망 반 으로 주문했습니다 !

-재질
교복 셔츠 재질 같아요 ! 나쁜게 아니라 우리 교복셔츠..3년동안 입은만큼 탄탄했잖아요..? 이 셔츠도 그래요 탄탄하지만 스판은 없습니다!

-핏
가슴부분이 터질듯한 리뷰들이 많던데
슬프게도 저에게는 s가 딱이네요 ㅎ 
아쉽게도 터질듯하진 않지만 이쁘게 딱 잘 맞아요

오버핏 셔츠는 입어보자마자 이거 아빠꺼 아녀….? 했었는데..
찾았네요 제 셔츠🥹 입자마자 너무 이뻐…. 
위에 가디건과 매치해봤는데
저는 두꺼운 가디건과는 안 어울리더라구요
사진처럼 저런 딱 맞는 핏의 얇은 가디건과 입었을때 제일 이뻤어요

밑에 청바지 입고 찍었는데 슬랙스랑 입어도 이쁠거 같아요 ㅎㅎ 
이제 나도 셔츠 입는다!!!!❤️
나중에 다른 색상 꼭 살거에요……",S
