아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
가여닝,상위 1%,24.12.15,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,173,64,66,"부유방 커버 잘되고 얇아서
더운 동남아에서 시원하게 잘 입었어요~
흰색이지만 스킨색 속옷 입으니 비침 없었고
노출이 적어 편안해요:)

아쉬운점은 살짝 부해보이는거?
마른분들은 괜찮을 거 같아요!",FREE
tpgh*****,상위 15%,24.08.17,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,165,55,55,실밥 뭉처있는 것들도 있고 그래서 막 퀄리티가 좋은 옷은 아니지만 그냥 딱 한철 입을 앞뒤 노출 없는 나시가 필요하다! 이런분들께 추천드려요🖤 사랑스러운 느낌도 나고 귀여운 옷이라고 생각이 듭니당,FREE
프로검색러,상위 5%,24.08.10,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,53,55,"부유방 커버 맛집 맞네요!ㅋㅋㅋ
겨드랑이랑 부유방때문에 얇은 끈나시는 엄두도 못내고
두꺼운 민소매 검색하다가 발견했는데
맘에듭니다!!
길이는 너무짧지도 길지도않고 무난쓰에
민망하지않는 어깨끈 두께!
편하게 자주 입을 거 같아요ㅜㅜㅋㅋ",FREE
OR2bMKUh,상위 20%,24.08.02,아이보리,FREE,정사이즈예요,보통이에요,화면과 비슷해요,167,54,66,너무이뻐얌 ㅠㅠ 여러군데 돌아보다가 맘에들어서 구매했는데 진짜 받고 입자마자 괜한 걱정했다는 생각이 드는 옷입니다~~~ 휴가룩으로 산건데 베리쏘큐트해보이면서 하의 아무거나 걸쳐 입어줘도 어디에나 다 잘어울리는 옷입니다!!! 고민할시간에 사시눈게 좋을듯 ㅎㅎ 부유방도 가려주고 많이 파여지지 않은 옷이라 더 좋아여!! 이런옷 많이 만들어주세용,FREE
Okdol,,24.07.23,아이보리,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,170,55,55,"부유방을 너무너무 잘 가려줘요!! 깜짝 놀랐습니다ㅜㅜ 목 파임도 적당하고 군살 싹 가려줘서 여행 가서 너무 잘 입었어요! 레이스 디테일도 예쁘고 하늘하늘해요. 

민소매 부담스러우섰던 분들에게 추천합니다! 살짝씩 뜰 수 있긴해서 브라탑 입으면 더 안심일 것 같긴해요! 

저는 깔별 소장했습니다 ㅎㅎ 최고최고",Free
uxWyoOtN,상위 20%,24.11.30,아이보리,Free,생각보다 커요,아주 만족해요,화면과 비슷해요,163,56,55,"생각 보다 커서 살짝 아방한 핏입니다
낙낙한 핏이라서 전 만족했어요
나시 끈 부분이 넓어서 좋아요
화이트라 속옷은 주의해서 입어야할거같아요",Free
4698nXYY,상위 10%,24.08.17,아이보리,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,157,57,55,"아흑흑 옷 너무 이쁜데 
제가 바스트가 큰편이라 옆에서 보면 좀 주모 같긴한데
이런 디자인은 오쩔 수 없죠.. 
부유방 잘가려주고 진짜 이뻐서 강추드립니다
바스트 있는 분들은 참고하세용🥲",Free
bhef**,,24.08.04,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161,55,,"가지건라곤 부유방이 전부였는데 이 나시는 그 부유방을 싹 다 가려줍니다 ㅎㅎ너무 만족해요
옆 모습이 부하면 어쩌나했는데 전혀 그렇지 않고
살짝 귀여운 보이는 기장에다가 뱃살 커버해줍니다.
다만 가슴이 좀 글래머러스하다면 좀 낄 수도 있을 것 같아요!",FREE
신났서준,상위 10%,24.07.26,블랙,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,165,53,66,"너무 더운날씨에 나시가 갑자기 입고 싶더라구요ㅋ
너무 붙거나 파인건 부담 스러웠는데
이건 속옷 끈도 안보이고 낙낙한 사이즈로 좋아요
숙이거나 할땐 조심해야 하구요
근데 이거 앞뒤 구분없이 입는거맞죠? ㅋㅋㅋ",FREE
zcTCKNRD,,24.06.17,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160,43,44,"6개월차 임산부예요
와 진짜 핏 너무 이뻐요!!!
임신하고 부유방, 부유두 때문에 나시 입고 싶어도 못입고 있었는데
이 옷은 부유방을 완벽하게 가려줍니다!!!!
진짜 요즘 이거 자주 입구 다녀요 넘 편하고 핏도 이뻐요
길이가 짧지 않아서 배를 가려줘서 좋아요!!
다른 색깔도 사고 싶어요!!",FREE
8lYZslKm,상위 5%,24.06.08,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,50,55,"새하얗고 재질도 시원하고 무엇보다 디자인이 깔끔하고 넘 귀여워요,, 가슴과 등이 많이 파이지 않았고 어깨선도 넒어 속옷 끈 걱정 안해도 되고 암홀 부분이 좁아서 노출 신경 많이 안쓰이고 편하게 입을 수 있어요!",FREE
hjju****,,24.04.28,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,162,58,66,"부유방 싹 가려주고 속옷 노출 걱정도 안되고 
미운것들 싹싹 가려줘서 
제 기준 날씬해보일것같아요
여름나라 놀러갈거라 구매했는데 
갔다와서도 입을수 있겠어요!
가격대비 소재도 괜찮도 박음질 상태도 좋아요",FREE
q4Z1KiCJ,,24.04.06,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,56,55,"너무 맘에 들어요! 해외 여행에서 입으려고 샀는데
시원하고, 부유방 잘 가려주구 맘에 들어요~ 귀여운 느낌도 있구, 어깨 끈이 부담스러운지 않은 굵기라서 하나만 입어도 편안했어요!! 추천!!",FREE
TcS5n6v6,상위 5%,24.12.11,아이보리,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,154,50,55,"여행갈때 입으려고 구입했습니다. 
고른 이유는 일단 후기가 좋았고, 디자인도 부담스럽지 않고 적당하다고 느꼈습니다. 밝은 색상이라 블랙 속옷을 입으면 비칩니다. 스킨색 속옷을 입고 입을 예정입니다 ㅎㅎ 얇아서 배꼽이 보인다거나 허리라인이 보인다거나 하진 않아요. 

청반바지, 긴바지, 찢청 모두 무난히 잘 어울리고 팔뚝살만 조금 빼면 더 여리여리 해보일것 같습니다. 키가 작은데도 길이감이 적당합니다. 그래서 수선없이 잘 입을 수 있어 좋아요. 


여행가서 사진찍고 사진 첨부할게요 :-)",Free
dofMKcfe,,24.09.10,아이보리,FREE,정사이즈예요,보통이에요,화면과 비슷해요,159,53,55,"예뻐요 ! !
댓글처럼 겨드랑이 가려주는 편입니다 !
만세만 안하면요 ㅋㅌㅋㅌ
오자마자는 시큼한 냄새나서 빨아서 입어야해요
재질 은근 빳빳해서 색만 관리 잘하면 꽤나
오래 입을듯 !",FREE
gwye,,24.09.03,블랙,FREE,생각보다 커요,보통이에요,화면과 비슷해요,171,60,66,입었을때 상체 커버도 잘 해주고 옷감 자체에 패턴같은게 있어서 단색인데도 밋밋하지 않고 길이도 짧지 않아서 가격 대비 아주 마음에 들어요,FREE
