아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
,,,,,,,,,,,
짜파게티최고,탑리뷰어,24.12.28,크림아이보리(기모ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,58kg,,"반목 이너티 찾고 계신다면 추천입니다! ⭐️⭐️⭐️⭐️

최근 브이넥 니트를 사기도 했고 날씨가 추워져서 이너티 하나 장만했어요ㅎㅎ
2번째는 살색, 3번째는 검정색 속옷 입었을 때 입니다.
비침정도 확인하세요✔️

🫶🏻장점🫶🏻
재질이 부드럽고 잘 늘어난다
이너티로 입기 적당하다
반목이라 크게 불편하지 않다

🥲단점🥲
목 부분이 박음질이 되어있지 않아 한번씩 정리를 해줘야한다
흰색이라 비침이 있다!
아무래도 목까지 올라와서 얼굴이 더 동그래보인다
(이건 제 얼굴 문제,,,)

부드럽고 잘 늘어나서 전 만족했어요~~
다만 제 얼굴형과 안 맞아서 앞으로 폴라티 자체를 안 살 것 같네요🥲"
로코엘리오,탑리뷰어,24.12.23,브릭(앙고라ver.),F(44~66),정사이즈예요,보통이에요,화면과 비슷해요,163cm,55kg,상의 55,"🍓[소재•기장]
앙고라티 처음 구매해봐요😅 털 자체가 가볍고 부드러운 촉감을 가졌더라구요~ 토끼털이 공기를 포함한 섬유 구조 덕분에 단열효과가 뛰어나다는데 아셨나요? 전 구매하고나서 알았어용..😂 보슬보슬 토끼털이 휘감겨있어서 고급지고 매력적이에요!! 기장은 크롭 아니라 꽤 길지만 얇아서 바지안에 넣어도 티가 안나 장점이네요 ㅎㅎ

🍓[두께•보온성]
소재는 따뜻할수 있지만 두께가 생각보다 많이 얇아서 흑흑.. 놀랬어요~~ 그점이 좀 아쉬워요!! 다른 기모 반목티에 비해 정말 많이 얇으니ㅠㅠ 보온성을 따진다면 반목티로 가시고,, 앙고라는 뽐내기 멋부리기용으로 구매하길 바랍니다~~ㅎㅎ 속옷도 색깔에 따라 약간 비칠수는 있습니다!!

🍓[톤•색감]
거두절미하고 왜 구매를 하였느냐?! 색상이 오지게 마음이 들어서 구매했습니다🤣 겨울 쿨톤들에게는 정말 잘 어울리는 색이거든요!! 전 별종이라~ 웜•쿨 톤 반반인데~ 색? 잘 받구요~~열매 고즈베리 아시나요? 딱 그 색깔을 띠는데 ㅎㅎ 실물은 튀지 않는 차분기 있는 예쁜 붉은색이에요!~"
로코엘리오,탑리뷰어,24.12.23,베이지(기모_크롭ver.),F(44~66),정사이즈예요,보통이에요,화면과 비슷해요,163cm,55kg,상의 55,"👚👜[색감 •기장]
평소 베이지 색감을 너무 좋아하는데? 맛있는 라떼같은 색이에요~ 겨울에 찰떡😆 오피스룩 하객룩 정장룩 캐주얼 어디에도 어울리는 티를 찾다가 구매했는데 여성미와 단정미도 챙겨줍니다! 크롭이라고 엄청 짧지도 않아서~ 바지안에 단정히 잘 수셔들어가줍니다 ㅎㅎ 

👚👒[촉감•두께]
부들부들한 하프넥 기모 면티에요~ 피부가 닿을때 기분좋고 땀 흡수 잘될것같구,, 두께는 앙고라에 비하면 도톰한데, 또 과하게 두껍지도 않은 딱 입으면 편안한 느낌주면서 적당히 따뜻한 두께였어요! 허리라인 폭 꺼진 우먼 롱패딩 입으려면 이너가 넘 두꺼워도 안좋더라구요~ 딱 좋단 소리!!👍

🍅[장점•총평]
하프넥이기때문에 폴라티처럼 갑갑하거나 목 피부가 불편하지않아요~ 적당하게 목에 바람을 막아주면서 편안하고 단정한?? 요즘 왜 하프넥이 인기인지 실감하는중입니다~😍 크롭이라면서 배 다 보이는 티 아니니깐 걱정마시고요~ 딱 예쁜 기장이라!! 두번 세번도 추천합니다❣️"
x7i8YSJ7,,24.11.18,크림아이보리(기모ver.),F(44~66),정사이즈예요,보통이에요,화면과 비슷해요,158cm,56kg,상의 66,"검은색 속옷 입었을때 비침 꽤 있습니다.
도톰하고 쫀쫀한 느낌인데 부드럽고 좋아요.
다만 승모근 쪽 저 부분은 대체 왜 뜨는걸까요..?
반대로 입었나 해서 뺑뺑 돌려보았지만 어떻게 입든
저게 툭 튀어나오네요. 넘나 보기싫은것ㅜㅜ
단독으로 저는 못입을거같고 이너티로 입어야겠어요"
히리스,탑리뷰어,24.10.30,크림아이보리(기모ver.),F(44~66),정사이즈예요,아주 만족해요,화면보다 밝아요,155cm,상의 55,,"쫀쫀하고 몸에 챡! 감기는 기본 하프넥 티입니다!

1번 목부분 디테일 , 2번 착샷 , 3 
번 소매 디테일 , 4~5 번은 주름 테스트 샷입니다!

👉색상
ㄴ 상세페이지보다 노란기는 덜해요! 크림 아이보리보다는 화이트 아이보리와 가깝다고 느껴져요. 그치만 웜쿨톤 안가리는 뉴트럴한 아이보리라서 누구나 괜찮을 것 같아요!

👉재질
ㄴ부들부들하고 쫀쫀해요... 잘 늘어나고요
ㄴ몸에 닿는 느낌이 정말정말 좋습니다🥰
ㄴ스판끼 낭낭해서 잘 늘어나고... 비침은 스킨톤 입으면 없어요!

👉봉제 / 디테일
ㄴ 목부분은 봉제선 없어서 이어지는 깔끔한 느낌이 진짜 좋았어요..ㅎㅎ 안으로 접혀져 있는 하프넥이라서 목 따듯해요
ㄴ소매엔 실밥 삐져나온 거 없었구 깔끔했습니다
ㄴ팔이 짧은 편이라 핸드워머 구멍이 있으면 주름이 어색하게 졌는데 이건 그냥 기본 소매라서 좋았어요

👉주름짐
ㄴ윙클프리는 아니예요...
ㄴ4번 사진처럼 꼬다가 3초 뒤에 놓으면 5번 사진 처럼 됩니다. 그치만 재질이 쫀쫀해서 아래랑 옆으로 잡아당겨 주면 거의 원상복구 돼요!

👉활용도
ㄴ깔끔한 하프넥이라서 레이어드 하면 따듯한 느낌 나서 예뻤고, 단독으로 입어도 괜찮았어요!

👉무난하고 목 따듯한 기본티 찾으실때, 목 폴라는 답답하다면 요거! 추천드립니당🫶

💕리뷰가 도움이 되셨다면 아래 칭찬 한번씩만 눌러주세요"
KgJUt0W1,상위 15%,25.01.14,크림아이보리(기모ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,50kg,상의 55,"답답함 없이 딱 편한 반목티에요.
기본으로 아이보리 필요했는데 이너로 입기 딱 좋고 너무 하얗지 않아서 더 좋아요!
기존에 입던 타브랜드 보풀이 심해서 올겨울은 리얼코코 색깔별로 구입했어요 속기모 재질 마음에들어요 :)"
wing******,상위 1%,25.01.04,크림아이보리(기모ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"목티 답답해서 못 입는데…
이거 못 하나도 안 답답하고 반목티 잘못 입으면 목 부분 너무 후질근해져서 볼품 없어지는데요! 이거 너무 괜찮아요! 
저는 목이 긴편이라 긴 목티 입으면 목이 더더더 길어보여서 반목티만 찾거든요?! 이거 정말 제 마음에 들어요! 검정색도 하나 사야겠어요~
혹시나 반목티 찾고 계시면 조심스레 추천해봅니당!"
he03**,상위 5%,25.01.03,브릭(앙고라ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,53kg,상의 55,"브릭 색상 앙고라 구매후기입니다. 
처음 봤을때 약간 털이 붙은 줄 알았는데 앙고라 재질이라 그랬던 것 같네요. 
기모버전보다 딱 붙는 느낌이고 더 얇아요. 기모와 앙고라 하나하나 사길 너무 잘했어요. 느낌이 둘이 다르네요. 
앙고라 버전이 더 날씬해보이고 몸매가 부각되는 느낌이에요. 
브릭색상 고급스럽고 예뻐서 이벤트 날 입으면 예쁠 것 같네요 .. 이너로도 괜찮고 단독으로도 날 풀리면 입으면 세련된 느낌 나고 좋을 것 같습니다. 
소매는 손을 반쯤 덮어 여성스럽고 반목폴라라 전혀 답답하지 않아요. 꾸안꾸 느낌 제대로 입니다 !! 
보통 사이즈의 평범한 몸인데 예쁜 몸매인 것처럼 보이네요. 

이정도 가격에 인터넷으로 구매인데 대만족이에요🙂"
he03**,상위 5%,25.01.03,모던블랙(기모ver.),F(44~66),정사이즈예요,보통이에요,화면과 비슷해요,160cm,53kg,상의 55,"기모버전 블랙 구매후기입니다. 
반목폴라라 답답하지 않고 소재가 너무 좋네요. 
왜 리뷰에 부들부들 얘기하는지 알것같아요. 
앙고라 버전보다 두껍고 비치지 않습니다. 
하나로 입기 좋고 색도 검정이라 세련되게 어디든 받쳐입을 수 있어요. 
지금 날씨에 이너로도 최고네요. 소매길이도 여성스럽게 떨어지고 너무 짧지 않아좋아요. 
착용감이 너무 좋고 집에서 입어도 될정도로 편해요. 앙고라보다 넉넉한 편이라 부담스럽지 않고 단독으로 봄 가을에도 입기 좋겠어요. 
하나는 소장해야 하는 필수템으로 좋습니다. 
꾸안꾸로 평소에도 입기 좋고 놀러나갈 때도 어디든 입기 무난한 것 같아요. 청바지나 짧은 치마도 잘어울릴 느낌이에요. 
55사이즈 입으시는 평범한 몸매도 예뻐보이는 아이템입니다. 추천드려용 
다른 색상으로 재구매 의사 있습니다 !!!🤭"
