아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
투머치토커,상위 5%,24.05.19,+7cm롱기장,Black (오늘출발),작아요,보통이에요,화면과 비슷해요,160,42,44,"개말라인간+볼륨감 없는사람들 비추입니다
몸이 내장캡 뽕?을 감당을못해요
전체적으로 말랐는데 가슴만 볼록하니까 뽕넣은 사람처럼 가슴부각 심합니다 앞으로 발사될거같음;

그래도 이런 볼륨감이 생기는 핏을 좋아하는사람도 있겠죠
확실히 굴곡이 눈에띄게 생기니까 몸매 좋아보이는건 있음 그치만 넘 부담스럽..

그나마 검정이 덜해요 흰색은 팽창색이라 더 티남..ㅠㅠ
그래도 기본템이라 필요할거같아서 환불안하긴했는데 흰색은 언니 줘버렸네요 언니는 잘맞더라구요",Free
lQIOmUIf,상위 5%,25.01.09,Ivory (오늘출발),Free,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"저만 알았으면 좋겠지만
이미 그렇지 못하는 … (너무 입소문탔어요 ㅠㅠ)
그정도로 너무 편하고 전체적인 핏이나 디자인조차 예쁜 나시탑이에여 ...
이미 회색도 가지고있는데 다른색상 또 구매해여 ...
디테일 셔링도 예쁘고 기장도 완전크롭 아닌 적당히 배꼽 가려주는 정도의 귀여운 기장입니다.
(기회가 되면 색상별로 소장하려고요!)",Free
lQIOmUIf,상위 5%,25.01.09,Black (오늘출발),Free,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"저만 알았으면 좋겠지만
이미 그렇지 못하는 … (너무 입소문탔어요 ㅠㅠ)
그정도로 너무 편하고 전체적인 핏이나 디자인조차 예쁜 나시탑이에여 ...
이미 회색도 가지고있는데 다른색상 또 구매해여 ...
디테일 셔링도 예쁘고 기장도 완전크롭 아닌 적당히 배꼽 가려주는 정도의 귀여운 기장입니다.
(기회가 되면 색상별로 소장하려고요!)",Free
whdt*****,상위 15%,24.07.12,+7cm롱기장,Ivory,정사이즈예요,아주 만족해요,화면과 비슷해요,157,55,55,"패드 있는 부분은 패드를 천으로 감싸고 있어서 가슴쪽이 비치거나 패드가 비치진 않아요! 가슴 쪽부터 허리까지의 길이는 한 16cm 정도돼요 그런데 움직이다보면 조금씩 위로 올라가서 중간중간 내려줘야 돼요!
재질은 부드러워서 거슬리는 건 없습니다~ 끈은 좀 얇아서 주의하면서 입고 다니면 될 것 같아용",Free
c9fJHgWY,상위 30%,24.06.29,크롭기장,Ivory (오늘출발),정사이즈예요,보통이에요,화면과 비슷해요,167,45,44,"비슷한 디자인 다른데거 입다가 여기 거 사서 입어봤는데 역시 이런 류의 캡나시는 끈이 얇아서 좋긴하지만 그만큼 잘 떨어질 것 같이 불안한 부분도 있어요..그래서 손빨래하거나 망에 넣어서 돌리려구요 그리고 안에 캡도 고정이 안되어있어서 빨면 자기들끼리 막 돌아다녀서 다시 자리잡아주기 귀찮다는 점..? 그래서 안쪽에 바느질해서 살짝 고정해놓으려고요. 그치만 여름에는 얘만 입고 가디건,셔츠 걸치면 편해서 저는 이런 단점 다 안고 갑니다..",Free
kN3ykbRS,상위 10%,24.06.24,+7cm롱기장,Ivory (오늘출발),정사이즈예요,보통이에요,화면보다 어두워요,161,51,55,"가슴이 작습니다 다른것보다너무납작해보이지않고 기장도 적당합니다 이것저것 시켜봤는데 가격대비 착용감 핏 이 꾀 괜찮다 !!가격대비니 엄청난퀄리티는아닙니다 하나팁은 빨기전에 캡을 안쪽에서 살짝 바느질로고정해놓으시면 움직이지않고좋습니다 그리고 색이 살짝 뽀얀하얀색이아니고 좀 누리스름합니다 
모든걸감안하고 재구매의사있습니다",Free
pass****,,24.06.01,크롭기장,Cream (오늘출발),정사이즈예요,아주 만족해요,화면과 비슷해요,164,66,55,"다른 분들 후기처럼 끈이 조금 아슬아슬한 느낌이 있지만, 브라입고 끈티까지 입기 슬슬 더워지는 요즘 자주 손이 가는 아이템입니다!
크롭 기장이라 배꼽 즈음에서 끝나는데 티셔츠 안에 입기에도 좋고 블라우스나 셔츠랑 입기에도 좋아요. 
패드가 좀 움직이니 입기 전에 한 번 잘 맞추고 입으면 좋을 것 같아요. 
셔츠/블라우스 안에 그냥 이너로 입어도 괜찮을듯 합니다. 
아뜨랑스에서는 처음 주문해보는데 전체적으로 포장이 예쁘게 잘 되어와서 선물 받는 기분이에요. 
저는 다른 색도 추가로 구매하려고 합니다.",Free
wmm37owm,,25.01.12,Cream,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160,53,44,"캡내장이 생각보다 딱 맞고 퀄이 좋아용!
크림색입어보고 블랙도 구매할 정도로
비싸지만 그만큼 좋아서 오래입을것 같아용
근데 저처럼 절벽아닌 가슴있으신 분들은 L사이즈 입으셔야할듯 해용
크롭티 에 입음 예뻐용 이너로도 활용도 높게 입을 수 있을것 같아용 ㅎㅎ",Free
hZQWi4gw,,24.09.22,+7cm롱기장,Ivory (오늘출발),정사이즈예요,보통이에요,화면과 비슷해요,160,50,44,"컬러는 ㄹㅇ 화이트 컬러 활용도가 생각보다 좋아서 여러번 재구매 하고 있음 뒤에 컵을 뺐다 꼈다할 수 있는 통로가 생겼으면 좋겠지만 지금 핏이 만족이어서
만약에 꺼낼 수 있게 바뀌고 나서 입었을 때 핏이 덜 예뻐지는 것보다 지금이 나을 수도 있긴 할 듯",Free
hZQWi4gw,,24.09.22,+7cm롱기장,Cream (오늘출발),정사이즈예요,보통이에요,화면과 비슷해요,160,50,44,"장점
쫙 붙어서 날씬 해보임
컵이 커버를 잘해줌 컵이 너무 작으면
옆에서 봤을 때 뜨는데 그런 느낌 없음
색이 예쁘다
캡 비침이 없어서 단독으로 입어도 됨
캡 비침이 없고 그냥 입어도 속옷같이 안 보이는
게 엄청난 장점
롱 버전이 더 활용도 좋음

단점
세탁 후나 그냥 어디 벗어 뒀을 때 안에 캡이
지들 끼리 합쳐져서 걔네를 원래대로 분리 해줄
때 현타 온다
다음에 리뉴얼이 된다면 꼭 캡 가운데 뭔가
캡이 넘어가지 않게끔 하는 뭔가가 생기거나
뒤에 매우 작더라도 캡을 움직일 수 있게 하는
통로가 생겼으면
재질이 덥다 특히 습한 지역일 때
근데 비침이 없어서 이거 하나만 입어도 되는 건
좋음 근데 여름 소재도 나왔으면
늦가을 겨울엔 괜찮을 듯
수도권은 가을만 돼도 선선해져서 문제 없고
습한 남부지방은 초가을까지는 더울 수도

결론
이 이너 나시의 유일한 단점은 캡이 분리가
안 되는 것 그것만 해결 된다면 색감도 예쁘고
짱이다",Free
