아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
0C0lNEjm,,24.04.21,오트밀,블랙(1장 더 구매시 추가할인!),작아요,아주 만족해요,화면과 비슷해요,166,50,55,"잘 입으면(=불편하게 입으면) 부유방 제로!!
잘 못입으면(=편하게 입으면) 유방이 두개!!

부유방이 정말 부(세컨) 유방이라는 사실을 처음 알았습니다ㅎㅎ 저는 부유방이 별로 없는 편인데도 말이죠
(y보단 좁고 r정도? 있음)
아무래도 옷이 굉장히 타이트하게 나와서 몸을 조이면서 부유방이 가려지기도, 과해지기도 하나 봅니다ㅎㅎ

<구매 동기에 따른 추천 여부>
추천: 부유방 커버만 된다면 불편함은 감수하겠다!!!
만족: 흉통이 매우 작고 몸에 딱붙는 민소매를 입고 싶다
보통: 셔츠를 오픈하고 안에 니트 소재의 이너를 입고 싶다
비추천: 팔을 자주 쓰는 경우, 어찌저찌 부찌찌를 잘 집어넣어도 팔을 쓰다보면 어느샌가 이놈이 또 가출을..ㄷㄷ

그래서 전 재구매 의사 10%미만입니다?ㅎㅎ",Free
chob******,상위 10%,24.03.27,크림,살구베이지(1장 더 구매시 -2000원 할인!),작아요,보통이에요,화면과 비슷해요,163,53,44,"음... 색감은 솔직히 인정이에요
나시가 흔한 색상은 기본템이어도 은근히 안 예쁜데 요건 다 예뻐용 쿨톤,웜톤만 맞추면 되는 정도!

근데... 그냥 입으면 첫번째 사진처럼 부유방 정리 잘 되지만..손 한번 번쩍 들었다 내리면 두번째처럼..부유방 부자가 되는...ㅠㅠㅠ 골격보시면 알겠지만 그렇게 살집 많은 편 아니거든요...모델처럼 마른 편은 아니어도 나름 날씬한 편인데... 참고하세요 다들!",Free
zC8nP50u,상위 20%,24.11.23,블랙,오트밀(1장 더 구매시 추가할인),정사이즈예요,보통이에요,화면과 비슷해요,155,48,55,팔 한번 들고나면 부유방은 다시 빠져나갑니다. 이너로 입을거라 괜찮지만 살짝 불편한 느낌이 없지않아 있습니니다. 어깨끈이 금방 늘어날 것 같기도 해요. 블랙이 오트밀보다 길이와 넓이가 살짝씩 더 크지만 입었을 때 차이는 별로 없습니다. 오트밀이 색감이 예뻐서 맘에 들어요.,Free
qmpDwzd9,,24.04.01,크림,살구베이지(1장 더 구매시 -2000원 할인!),정사이즈예요,보통이에요,화면보다 어두워요,,,,"상세페이지 사진과는 다르게 분홍기 전혀 없는게 정상상품이라고 하시는 군요! 사진과 적당히 다른건 대개 잘 받아들이는데 이건 좀 정도가 심한 것같아요. 사진과는 아주 달라도 못입을 색은 아니에요.


어두운데서 찍어서 색감이 잘안보이지만, 확실히 분홍톤은 아니거든요....비닐도 살구베이지라고와서, 상세페이지랑 다르게 분홍끼가 안도네? 뭐 귀찮으니까 그냥 입어야겠다고 생각하면서 구매확정하고 다른 분 리뷰도 다시 보니까....확실히 다른 색상이 배송왔네여...에휴... 어쩔 수 없죠... 포장만 보고 대충 확정해서....실망스러워요 ㅠㅠ 무드카키?색상이 온것같아요. 베이지인듯 톤이 베이지 아닌 그런 색상이라..예상과는 다르지만 이게 살구베이지인가? 긴가민가하면서 걍 확정했거든요... 다른 분들은 포장지만보고 실수 안하셨으면 좋겠네요.",Free
킹캉,상위 25%,24.04.19,크림,살구베이지(1장 더 구매시 -2000원 할인!),정사이즈예요,아주 만족해요,화면과 비슷해요,155,45,44,"믿고 사는 퍼빗 메이드👼🏻🤍 
부유방 부자라 나시 단독으로 절대 못 입는데 에브리데이는 진짜 부유방 삭제 시켜주네요••🫶🏻 윗가슴 없는 체형이라 일반 나시는 몇 번 입으면 늘어나고 고개 숙이면 속이 다 보여서 입기 힘들었는데ㅠㅠ 극강의 쫀쫀함이라 오래오래 계속 예쁜 핏으로 입을 것 같아요! 사장님처럼 네즈 자켓에 입어도 찰떡입니당😻 쉐딩 스커트에 입으면 여리여리 데이트룩으로 최강이에요🫧☁️ 입어보시면 퀄리티에 놀라실 거라 - 처음부터 1+1으로 두장 구매하는 거 추천드려요!",Free
DgYiBcye,,24.02.03,소프 오트,블랙(1장 더 구매시 -2000원 할인!),정사이즈예요,보통이에요,화면과 비슷해요,160,57,55,사진에 보이는 것보다 잘늘어나서 나름 불편하지 않게 입을수 있어요. 가슴부분이 일자마감이라 골 안보여서 부담없이 자켓안에 받혀 입을수 있겟더라구요. 좋아요,Free
bapqgf,,23.09.24,화이트,소프오트(1장 더 구매시 -2000원 할인!),정사이즈예요,보통이에요,화면과 비슷해요,162,48,55,가디건이랑 입으면 뭔가 어랏 노출이 조금 많나..? 싶은데 자켓이랑 입으면 딱임요. 쫜쫜하고 좋음. 개인적으로 화이트보다 오트밀 색상이 아주 맘에 듭니다. 연한 회색같은 느낌으로 굿굿,Free
라라랄라랄,,23.09.20,화이트,1장만 구매,정사이즈예요,보통이에요,화면과 비슷해요,171,59,55,"스위이드 자켓에 같이 입으려고 구매했어요
결론은 대만족입니다~!
나시가 거기서 거기라고 생각했는데 아니예요!
쫀쫀하게 뱃살 잘 잡아주고 부유방도 커버됩니다
가슴이 큰 편인데 눌리지도 않고 골이 너무 많이 보이지도 않고 적당히 섹시한 느낌이에요
길이도 적당하구
재질도 좋아보여요 오래 입을 수 있을 것 같아요~",Free
KppQWNDF,,24.08.30,오트밀,1장만 구매,정사이즈예요,아주 만족해요,화면과 비슷해요,160,48,55,"쫀쫀해서 좋아요!
부유방은 잘 가려주긴 하는데
움직이면 자꾸 삐져나오긴(?) 합니다.
옷 안으로 넣어줘야 하긴 함..
그래도 저는 단독으로 입기 보다는 위에 뭐 걸칠 용도로 구매한거라 만족해요!",Free
CiK7NUen,상위 5%,24.04.21,크림,블랙(1장 더 구매시 -2000원 할인!),정사이즈예요,보통이에요,화면과 비슷해요,,,,1+1 추가할인 할때 구매했는데 기본 나시템으로 좋아요! 질도 좋고 잘 잡아줘서 노출 싫어하시는 분들께 강추해요! 너무 하얀 건 언더웨어 같을까봐 크림으로 주문했는데 이너 티 용도로 딱 좋았어요~,Free
VtMa8SS6,상위 10%,24.04.20,크림,블랙(1장 더 구매시 추가할인!),정사이즈예요,보통이에요,화면과 비슷해요,165,55,55,"이너 필요해서 주문했는데 부유방 부각 안되게 어깨끈 짱짱하니 좋네요
크림말고 아이보리류 시킬껄 그랬는지 약간 후회 ㅎㅎ 색은 이쁜데 저는 아이보리가 더 잘받네요
크림색 참고하시라고 비교샷 올려봅니당",Free
쑥쑤기,상위 5%,24.04.16,오트밀,화이트(1장 더 구매시 추가할인!),작아요,아주 만족해요,화면과 비슷해요,156,45,55,"배송이 꽤나 늦더라고요,,? 급한건 아니라 상관은 없었어요ㅎㅎ
모델분 핏이 넘넘 예뽀서 샀는데 ,,
제 덩치를 간과했군요 ! 입느라 조금 힘들었어요.. 
근데 입으면 또 쫀쫀하니 편하고 좋아요 🫶🏻
소재가 조금 더운 소재이긴 한데 여름까지 계속 입을 수 있을 거 같아요 !! 
화이트는 비침있어서 이너로 입어야겠고, 오트밀은 색감 넘 맘에 쏙들어서 단독으로 입을 수 있겠어용 ><🤍",Free
NMLabHpS,,24.04.15,살구베이지,크림(1장 더 구매시 -2000원 할인!),정사이즈예요,보통이에요,화면과 비슷해요,164,56,55,"부유방 가려주는 나시라 해서 세일가로 샀는데 꽤 잘 산 것 같아요. 겨쪽이 살짝 타이트하긴 하지만 길이도 딱이고 옷도 탄탄해요. 살짝 늘어날 거 같긴 하지만! 색감이 정말 예쁘네용 크림색은 무난하게 여기저기 입기 좋은 색감이라 좋아요. 세벌이나 사서 여름에 뽕 뽑을 것 같아용👍🏻
밑단이 늘어나지만 않기를~",Free
thsr******,,24.04.12,오트밀,화이트(1장 더 구매시 -2000원 할인!),정사이즈예요,아주 만족해요,화면과 비슷해요,169,62,55,"4월쯤 구매했는데 그때부터 지금까지 저의 교복템입니다!! 특히 여름에는 나시를 입어줘야 해요ㅠㅠ 오트밀색 정말 이쁘고 흰색도 어디든지 입어주기 좋아서 활용도가 높았어요~! 170/65, 바스트가 있는편인데 잘 맞고 기장도 괜찮았어요! 재구매 의사 있어요🫶🏻",Free
MPgKMjBj,상위 30%,24.04.09,오트밀,살구베이지(1장 더 구매시 -2000원 할인!),정사이즈예요,아주 만족해요,화면과 비슷해요,161,43,44,핏 완전 예쁘지 않나요...!! 암홀이 좁아서 부유방 삭제되는 핏 입니다 :) 원래 나시 단독으로 안 입는데 컬러감이며 핏이며 너무 '이너' 같지 않고 꾸민 느낌 나서 단독으로도 입고 다닐 것 같아요 ㅠㅠ 색감 너무 예쁜데 핏도 잘 잡아주네요..최고..,Free
