아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
0jrgWRMV,,22.08.11,화이트롱,F,생각보다 커요,아주 만족해요,화면과 비슷해요,162,45,44,"엄청 쫀쫀을 생각 했는데 그건 아니라서 생각보다 크다고 선택 했어요.
겨드랑이 부분은 딱 맞고, 내려갈수록 헐렁해요.
길이도 짧지도 않아서 만족스럽고, 색상도 누런 화이트가 아닌 밝은 화이트에다가 맨들맨들? 그런 재질이라서 완전 만족이에요! 화이트라서 비추는 건 어쩔 수 없네욤",Free
Qjow7qF4,,22.07.24,블랙숏,F,정사이즈예요,보통이에요,화면과 비슷해요,163,65,66,"숏이 생각보다 짧아서, 좀 내려 입으니까 쮜쮜 아래 패드가 울더라구요•• 롱도 별로 롱하지 않을 거 같으니, 담에 살땐 롱 살거 같아요!! 크롭홀터넥 안에 입기로는 좋았어요!! 그리고 촉감이 시원하고 부들부들해서 좋았슴니당 신축성 왕 좋아서 앵~간하신분들 정말 다 맞을듯! 좀만 윗배가 조이면 소화 안되는 타입인데, 패드가 그냥 쮜쮜가리개 역할만하게 붙어있어서 답답함 정말 없어용~!",Free
z8Q9yDYx,상위 30%,22.06.27,블랙롱,F,정사이즈예요,보통이에요,화면과 비슷해요,160,60,66,"어떤 분이 입자마자 늘어났다?고 하셨는데 정말 입고 벗자마자 깨달았습니다 뭔가 눈에 확 보여요 늘어난 듯한 뭔가 쭈글(?)해진게.. 
원단 착용감이정말 너무너무 좋아요 미끄덩 하는 느낌 
근데 그래서 배에서 조금 올라가요… 미끄덩하고 올락서 더 짧게 느껴져요…",Free
By.Jade,,22.05.11,화이트롱,F,정사이즈예요,보통이에요,화면과 비슷해요,158,52,55,"화이트 , 블랙 두 컬러 샀는데 화이트는 패드 다 보입니다
화이트는 블랙 컬러에 비해 스판끼도 좋고 더 편해요
소재가 더 부드럽습니다
한여름에 입을 수 있는 심리스 소재로도 나왔으면 좋겠어요",Free
By.Jade,,22.05.11,블랙롱,F,정사이즈예요,보통이에요,화면과 비슷해요,158,52,55,"가슴이 답답한 브래지어는 잘 못입어서 브라렛을 많이 입는 편이에요 
패드를 넣다 뺐다 하는 것보다 아예 부착되어 있는걸 선호하는데, 마음에 들어요!
똑같은 상품인 블랙이랑 화이트 소재가 다른거 같아요 화이트가 더 부드러운 면 소재 느낌입니다
저는 마음에 들어서 숏버전도 재구매 의사 있어요!
개인적으로 스퀘어 말고 브이넥라인 버전도 있으면 좋겠어요",Free
A64eI9wn,,22.05.03,화이트롱,F,생각보다 커요,아주 만족해요,화면과 비슷해요,161,44,55,"가슴 패드가 있더라구요!
그 점이 가장 좋았고 
제품 자체가 좀 널널하게 나와서
전 딱 맞는 쫀쫀한 핏을 원해서 조금 아쉽긴 했어요ㅜㅜ 그래도 여름에 입기 좋은 쿨링감 있는 시원한 재질이라 좋았어요 ㅎㅎ!",Free
OmF8yQI3,,24.09.05,화이트롱,F,정사이즈예요,아주 만족해요,화면과 비슷해요,154,50,,몸에 착 붙는 쫀쫀부들한 핏이에요 가슴 패드가 일체형이라서 너무 편했구요 다만 단독으로는 못입습니다...! 패드가 비치거등요! 이너로는 최고였어요 통 넓은 슬리브리스 입을 때 안에 바쳐입기 좋았습니다,Free
2yCrrGEJ,,23.05.02,블랙롱,F,정사이즈예요,보통이에요,화면과 비슷해요,164,76,66,생각보다 괜찮아요!̊̎!̊̎ 제가 164에 74인데도 맞아요 신축성 좋고 기장도 괜찮은데 끈이 살짝 불안한 정도에요 ㅎㅎ캡 크기가 아쉽긴한데 시원한 소재여서 여행가서 엄청 잘 입고 다녔어요!̊̎ 여름 여행하실때 색별로 살까 생각중입니다!̊̎ 완전 추천이요,Free
Cx0a8tCO,,23.02.24,그린롱,F,작아요,보통이에요,화면보다 밝아요,155,47,44,"1. 끈이 금방이라도 떨어질 것 같지만 의외로 튼튼함
2. 하비나 가슴 있으신 분들은 딱 맞거나 조일 수도 있을 것 같음
3. 색상이 화면보다 조금 밝아서 놀랐는데, 눈에 익으니깐 대강 카키색 같고... 암튼 진한 카키색은 전혀 아님
4. 사기 전에 리뷰에 카키여도 패드 라인 보인다는 리뷰 보고 그래도 카키니깐 패드는 안보이겠지~ 싶었는데 직접 입어보니 애매하게 보여서 단독으로는 살짝 무리일 것 같음... 패드가 하얀색이라 그런가...
암튼 단독 하실려면 검은색 추천🫠
5. 가슴 안 받쳐줌... 그런 기능 없음.... 제 경우 b80 되는데 걍 붕붕 떠있었고, 애매하게 안 맞는 스포츠 브라 착용한 느낌이었음.
6. 롱기장치고 짧았음. 허리 짧은 편인데 딱 골반 살짝 걸쳐서 움직이다보면 바지에서 빠져나오는 그런 기장...
7. 놀랍게도 안 까슬거림. 재질 만져보고 씁... 아프려나 싶었는데(아토피 피부 가지고 있는 사람) 냅다 아픈 거? 전혀 없었음
8. 봉제선 보다보면 좀 웃김. 패드를 냅다 옷에 박아놓음... 걍 웃겼음.
9. 식초 냄새 1도 안남! 나만 그런건지는 모르겠지만 쇼핑몰에서 식초 냄새 안 난건 이번이 처음인듯
10. 가격대비 이 정도면 혜자여~ 싶어서 잘만 입고 다닐듯",Free
qgw4**,,22.09.08,화이트롱,F,정사이즈예요,보통이에요,화면과 비슷해요,162,52,55,162/52 구요 유독 뱃살 많은 제가 입으면 사진과는 다르게 말려서 자꾸 올라가네요ㅜㅜ (사진은 힘 주고 찍은 거..ㅎ) 그냥 입으면 배꼽이 안보이고 걸어다니면 자연스레 배꼽이 자꾸 보입니다 (기장 긴 거 사길 잘했어요!) 브라 자국 보이는 것도 후기 보고 산 거라 괜찮았어요 ㅎㅎ 위에 얇은 셔츠 걸치니까 예쁘더라구여~ 다음엔 배가 안보이는 쪽으로 코디해서 입어도 예쁠 거 같아요 ㅎㅎ;;,Free
