아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
E6S0cuHM,상위 1%,25.01.04,블랙,베이직,정사이즈예요,아주 만족해요,화면과 비슷해요,164,57,55,"이거 퀄리티 너무 좋아서 재구매 각이에요…내복 대신 입는데 길이감, 몸에 감기는 느낌 다 좋아요
아래에 탭 달린것도 포인트ㅠ진짜 인생템입니자 이거하나입고 필라테스해도 부유방부각없고 살튀도 없어서 더 살려고요!",Free
LMFMG6qu,상위 5%,24.10.24,화이트,베이직,정사이즈예요,보통이에요,화면과 비슷해요,170,55,55,"품질은 좋습니다.. 면 아니라 보풀 걱정도 덜하고
부들부들해요..
다만 제가 가슴이 없는 편이라 이것만 단독으로 입고 나가기엔 난감합니다 하핫
브라 입고 나시처럼 착용하겠어요
밑에 지탱해주는 브라는 아니라 바스트 있으신 분들은 살짝 bp가 아래 있는 것처럼 보일 수 있습니다",Free
LMFMG6qu,상위 5%,24.10.24,블랙,베이직,정사이즈예요,보통이에요,화면과 비슷해요,170,55,55,"품질은 좋습니다.. 면 아니라 보풀 걱정도 덜하고
부들부들해요..
다만 제가 가슴이 없는 편이라 이것만 단독으로 입고 나가기엔 난감합니다 하핫
브라 입고 나시처럼 착용하겠어요
밑에 지탱해주는 브라는 아니라 바스트 있으신 분들은 살짝 bp가 아래 있는 것처럼 보일 수 있습니다",Free
LQVwLzqp,상위 5%,24.08.31,카키,베이직,정사이즈예요,아주 만족해요,화면과 비슷해요,166,65,66,저는 끈나시원피스 안에 입었는데요 이너로 너무 딱인거 같습니다! 제가 팔뚝살도 많고 통통한 편인데 부유방 완벽히 가려져서 덜 부담스럽게 입을 수 있었어요! 화이트는 다른 후기와 마친가지로 안에 캡이 보여서 단독으로는 못입을것 같아요! 가슴 잘 받쳐주어서 이너로 너무 유용하고 가성비 진짜 좋아요! 소재는 약간 나일론 같은 소재여서 쭉쭉 늘어나서 착용감은 아주 좋습니다. 땀 흡수도 잘돼서 여름에도 부담없이 입을 수 있을 수 있어요. 크롭기장은 거의 브라탑 기장이고 일반 기장이 평소 옷의 크롭기장이었습니다. 덕분에 제주도 잘 놀다왔습니다~!,Free
alst*****,,24.08.30,블랙,크롭,정사이즈예요,아주 만족해요,화면과 비슷해요,160,47,44,"이 가격에 소재랑 착용감이 좋아서 품습니다만
다른후기처럼 캡이 너무 아래달렸어요 ㅠ 제 몸이 이상한가 싶었지만 다른 후기들도 그렇고 .. 가슴이 이렇게까지 밑에있는 사람이있나요 ㅠ 어깨끈을 줄여보던가 바느질을 다시해보든가 해서 위로 올려야겠네용
그래도 부들부들하고 착용감편해서 품어요!",Free
alst*****,,24.08.30,화이트,크롭,정사이즈예요,아주 만족해요,화면과 비슷해요,160,47,44,"이 가격에 소재랑 착용감이 좋아서 품습니다만
다른후기처럼 캡이 너무 아래달렸어요 ㅠ 제 몸이 이상한가 싶었지만 다른 후기들도 그렇고 .. 가슴이 이렇게까지 밑에있는 사람이있나요 ㅠ 어깨끈을 줄여보던가 바느질을 다시해보든가 해서 위로 올려야겠네용
그래도 부들부들하고 착용감편해서 품어요!",Free
가빙,,24.10.30,화이트,베이직,정사이즈예요,아주 만족해요,화면과 비슷해요,168,59,66,"와 진짜 장난아녀요
제가 입어본 캡나시 중에서 제일 소재좋고 캡도 넓어요
원래 일반 캡나시 입으면 가슴이 약간 덜 담기는 느낌이 있었거든요 ㅜ 위로 올리면 밑이 언더붑 같고 아래로 내리자니 또 너무 노출이 심한 거 같고..
근데 이건 그냥 착 딱 내 몸마냥 잘 맞아요 ㅜㅜ 다들 진짜 꼭 사시고 삶의 질 상승 바랍니다
(사진은 흰색은 캡 비침이 조금 있어서 검정색으로 대신합니다 ••)",Free
늄늄이,상위 15%,25.01.05,화이트,베이직,작아요,보통이에요,화면과 비슷해요,155,53,55,제가 어깨가 진짜넓고 40cm이상인듯요 어깡이고 가슴도 등도 넓은데(랫풀다운40키로쳐요) ㅠㅠ 꽊껴보여요 ㅋㅋㅋ 흰색도 샀는데 흰색은 패드도 뭔가 밑으로 내려가는 느낌이에요 ㅠㅠ 저만그런가요? ㅠㅠ 잉 하지만 겨울에 후드티안에 입고 좋아서 만족합니다!!,Free
mooo,상위 15%,24.09.26,화이트,베이직,정사이즈예요,아주 만족해요,화면보다 어두워요,164,67,77,캡나시가 은근 실패릉 많이 하는데 여기꺼는 퀄리티가 좋긴해요. 근데 캡이 가슴을 잡아주는 느낌은 없고 정말 가려주는 정도? 걍 노브라상태인 것 같은 느낌입니다. 근데 모양은 괜찮아서 좋아요,Free
KgKpy8WX,,24.09.20,화이트,베이직,정사이즈예요,보통이에요,화면과 비슷해요,163,50,55,"먼저 다른곳에서 캡을 따로 넣어 입는 나시 구매했는데 
 세탁도 불편하고 소재도 더워서 캡이 달려있는 나시로 구매해봤는데 가볍고 소재도 부들부들하고 좋아요
다만 땀 많이 흘리면 티 많이 날 것 같은 소재같네요!",Free
