아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
Dalfong,상위 5%,24.08.21,블랙 단품,free,작아요,아주 만족해요,화면과 비슷해요,170,50,66,"브라 안 입은지 7-8년 되어가고 캡나시 브라렛 진짜 종류별로 웬만큼 입어 본 사람입니다
민소매 입을 때 겨드랑이 커버용으로 검정색 필요해서 구매했는데 생각보다 좀 타이트해서 부유방이 튀어나오긴 하지만(사진 참조) 그 암홀 깊게 파인 옷들 입을 때 너무 살 안 보이게 하는 정도로는 나름 괜찮아요
패드가 아예 박음질 된 브라탑은 처음 입어보는데 실루엣이 오히려 캡을 부각 시키고 가슴도 불편하게 하는 부분이 있는 것 같다고 느껴졌어요 ㅜㅜ
냄새가 좀 나는데 세탁하긴 아까워서 (겁난달까?) 베란다에 하루이틀 널어뒀습니답",Free
HYENNN,상위 25%,25.01.12,블랙+화이트(-1000원추가할인),free(롱버전),정사이즈예요,아주 만족해요,화면과 비슷해요,162,52,55,겨울철 이것저것 입기 좀 귀찮아져 탑이 장착되어있는 나시 둘러보다 구입하였는데 박음질도 깔끔하게 되어있고 면도 엄청 부드러워 하나만 착용해도 문제 없을거 같습니다! 다만 롱길이 임에도 길이가 길다고는 어려울거 같아 참고 해주세요!,Free
레토블루스,상위 10%,24.11.23,코코아 단품,free(롱버전),정사이즈예요,아주 만족해요,화면과 비슷해요,155,43,44,발리여행 때 편하게 입었어요! : ) 더운 나라가면 캡있는 민소매가 편하더라고요. 브라에 땀차면 너무 불편하기도 하고요! 여행내내 이 제품으로 가성비있게 잘 입고 다녔어요! 블랙과 한 벌과 브라운 두 벌을 주문했어요. 한국에서 입으면 살짝은 속옷같은 느낌일수도 있는데 발리에서 입고다니니 다들 이런 스타일의 옷을 많이 입더군요! 다만 캡이 작아서 가슴이 크신 분들은 캡이 작다고 느껴질 수도 있으길 거예요 ㅜㅜ 저는 자꾸 캡이 올라가서 내려주곤 했어요! 😢,Free
레토블루스,상위 10%,24.11.23,블랙 단품,free(롱버전),정사이즈예요,보통이에요,화면과 비슷해요,155,43,44,발리여행 때 편하게 입었어요! : ) 더운 나라가면 캡있는 민소매가 편하더라고요. 브라에 땀차면 너무 불편하기도 하고요! 여행내내 이 제품으로 가성비있게 잘 입고 다녔어요! 블랙과 한 벌과 브라운 두 벌을 주문했어요. 한국에서 입으면 살짝은 속옷같은 느낌일수도 있는데 발리에서 입고다니니 다들 이런 스타일의 옷을 많이 입더군요! 다만 캡이 작아서 가슴이 크신 분들은 캡이 작다고 느껴질 수도 있으길 거예요 ㅜㅜ 저는 자꾸 캡이 올라가서 내려주곤 했어요! 😢,Free
냥냥체리,상위 5%,24.11.07,화이트+그레이(-1000원추가할인),free(롱버전),작아요,아주 만족해요,화면과 비슷해요,170,69,66,퀄리티 좋아요! 탄탄하고 패드 모양도 이상하지 않아서 좋아요. 제 키에도 너무 짧지 않은 기장이라 만족해요! 다만 겨드랑이쪽 박음질처리 된 부분이 탄탄해서 그런지 부유방이나 등쪽 군살 부각이 좀 심해요 그리고 흰색 보다 회색이 더 신축성이 좋은 것 같아요!!,Free
blKnH5rb,상위 10%,24.10.29,그레이+코코아(-1000원추가할인),free(롱버전),정사이즈예요,아주 만족해요,화면과 비슷해요,157,41,44,"원래 크롭 버전이 있었는데 가을겨울에 대비해서 롱 버전도 시켰어요
크롭에서도 느꼈지만 쫀쫀하고 핏 돼서 이너로 입기에도 레이어드로 오픈해서 입기에도 좋은 거 같아요
특히 코코아는 지난번에도 느꼈지만 특이한 색이라 더 맘에 들어요",Free
da0ero,상위 1%,24.10.27,화이트 단품,free(롱버전),작아요,아주 만족해요,화면과 비슷해요,163,58,66,"내장캡 나시를 찾던중이였어서 구입하게 되었어요! 어두운 계열 나시는 많은데 화이트가 없어서 화이트로 구매했습니다!
일단 소재가 굉장히 쫀쫀하고 몸을 딱 받쳐주는 느낌이라 좋았어요ㅎㅎ
나시가 힘이 없거나 흐물거리면 입기 부담스러울때도있고 나시로서 활용을 못하기도 하자나요ㅠㅠ🥲
근데 그런게 없어서 좋았습니당

다만. 화이트라 그런지 내장캡과 나시의 연결이 좀 미흡한듯해뇨ㅠㅜ 가디건으로 가리거나 해야할것같아요
뽕이 그대로 보이는 느낌(부끄...)
길이감은 배꼼 아래로 좀더 내려와서 조금 짧은감이 있나? 싶지만 좋았습니당!
속옷큰 걱정없이 나시하나로 속옷 기능까지 커버되니까 더운 여름에 심플하게 입기 좋을것같아요
나시 소재도 좋고 쫀쫀해서 좋네용ㅎㅎ
다른 색상도 구매하고싶아용!",Free
9qelSBpP,상위 5%,24.12.03,화이트+코코아(-1000원추가할인),free,정사이즈예요,아주 만족해요,화면과 비슷해요,158,45,44,"이런 나시탑 브라렛?이 없어서 흰색이랑 코코아색 주문했는데, 흰색은 그냥 흰색이니 패스하고 코코아색을 리뷰하자면.
자주빛에서 갈색이 조금 들어간 느낌이에요! 생각보다 튀지 않고 무난해서 잘 입고 다닐 거 같아용

길이는 배꼽보다 위로 올라가서 평소입던 나시보다 길긴한데 크롭한 상의 입을 때 잘 입을 거 같아요!

그리고 부유방이 있는 편이라 두번재 사진처럼 오른쪽 같이 내려 입으면 좀 튀어나오고 겨드랑이까지 입어주면 될 거 같아용ㅋㅋ 그리고 패드모양이 좀 울퉁불퉁한데 색이 어두운편이라 많이 티나진 않아용",Free
9J1ZGnoi,상위 20%,24.10.16,화이트+그레이(-1000원추가할인),free,정사이즈예요,보통이에요,화면과 비슷해요,166,53,55,"대만 여행 가서 예쁘고 간편하게 잘 입었어요
브라도 입을 필요도 없어서 너무 편했습니다
166cm에 53kg인데 사이즈 아주 좋아요
그만큼 좀 이쁜 옷이에요
가격대비 퀄리티 너무 좋아요",Free
SVzdtqjU,상위 10%,24.10.10,화이트 단품,free,정사이즈예요,보통이에요,화면과 비슷해요,157,57,55,"부유방 커버x , 생각보다 안에 이 패드?가 비쳐서 좀 민망해요ㅠ.. 근데 어차피 안에 입을 거고 환불하기도 귀찮아서 그냥 입으려구요. 그치만 옷 재질은 부들부들하고 어깨끈도 짱짱해서 좋아요",Free
