아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
가을딥다크,,24.06.27,[TT242] 슬론 골지 나시_연그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,159,58,55,"159/60
전체적으로 만족합니당~~
항상 나시 사면 복부 기장이 짧아서 너무 싫었는데 딱 제가 원하는 기장이었어용
부유방도 거슬리지 않을 정도로 커버해줘서 굿
다만 등 쪽이랑 배 부분은 얇아서 라인이 좀 잘보이드라구여
신경 쪼끔 쓰이지만 운동해서 극복해야겟어용
색깔도 진짜 최고 딱 제가 원하는 색상 😊",Free
ihihfrNq,,24.06.16,[TT242] 슬론 골지 나시_아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,158,46,55,"아직 세탁 전이긴 하지만 재질자체는 마음에 들어요 흰색이라 어쩔수 없이 비치긴 하네요 
얼마나 비치는지 보기 위해 일부러 남색 속옷으로 입어본 사진입니다 스킨 색 속옷을 입어야 할것 같아요",Free
한공주,,24.05.09,[TT242] 슬론 골지 나시_블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,162,60,55,부유방 커버 나시 찾으시는 분들 그냥 믿고 사시면 될듯 …:0 그냥 역대로 짱짱하게 커버해주고 핏하게 잘 맞아요 팔뚝이 좀 있는 편이라 암홀이 사알짝 끼는데 그래서 오히려 부유방 커버가 잘 되는 느낌이기도 하고🤔 나시만 단독으로 입는 거 좋아하시는 분들도 부담없이 입고 다닐 수 있을 거 같은 디자인이라 만족 ㅎ-ㅎ,Free
YNqDJPGN,상위 25%,24.04.25,[TT242] 슬론 골지 나시_아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,162,42,44,단독으로 입었을 때랑 가디건과 코디했을 때 사진입니다! 다른 슬리브리스들보다 목이 덜 파여 있어서 목 부분 노출을 싫어하시는 분에게 추천드려요! 가격이 믿기지 않게 질이 쫀쫀하고 빨래를 해도 늘어나지 않고 좋아요!! 기장이 좀 길순 있어도 소재가 쫀쫀해서 자연스럽게 주름 잡아 길이 조정해주면 예쁘답니다!,Free
ubapJRzN,상위 10%,24.11.15,[TT242] 슬론 골지 나시_단가라,,정사이즈예요,아주 만족해요,화면과 비슷해요,160,67,77,"1번사진: 제 부유방 보여드릴려고 일부러 접어입었어요
2번사진: 이거 니트가 다 커버해줍니다 진짜 장난아니에오 너무 예쁘고 커버 너무 잘해주고 진짜 핏 너무 예뻐요
3번사진: 가슴라인 안뜨고 정말 몸매따라 예쁘게 달라붙는티라 라인예쁘고 글래머해보여용
4번사진: 코디해봤습니다 볼레로랑입으니까 여리해보이고 좋네요

단점이있다면 스판이없다는점..?
그치만 그건 제 몸이 큰 문제고 
나머지는 다 예쁩니다 당장 다른색도 살거에요

아 그리고 진심 직진배송마감 5분전에 결제(저녁11시55분)했는데 오후 1시에왔어요 진짜 열세시간만에 옴 기적같습니다 여름나라 놀러가서 급하게 산건데 올 여름에 여기를 몰랐던게 진짜한이에요.",Free
Wh3EryEW,,23.10.09,연그레이,Free,정사이즈예요,보통이에요,화면보다 밝아요,166,58,44,"보통체형 (165/58) 실밥이 튀어나와있다던지, 마감이 엄청 세심한편은 아니지만 색감이 예쁘고 핏이 괜찮아서 좋아요. 근데 먼지가 엄청 진짜 엄청 잘붙고 터는정도로는 안떨어져요. 돌돌이 세번 써야할정도? 그게 너무 불편해요.",Free
wml4CckG,,23.09.04,블랙,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,168,58,66,부유방커버 잘 돼요! 베이지 사고 블랙으로도 필요할 것 같아서 샀어요! 쫀쫀하고 빨아도 별 문제 안 생길 것 같은 재질? 근데 생각보다 덥고 열 잘 생김 ㅜㅠ 저는 가을쯤 돼야 입을 수 있을 것 같아요 사진 보고 목 답답할 줄 알았는데 생각보다 넉넉해용,Free
u010******,상위 15%,23.09.02,[TT242] 슬론 골지 나시_블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,162,57,66,오 대박 튼튼한 재질 엄청나다요 어깡 목 짧에겐 이거 입고 겉에 뭘 입으면 좀 답답해 보여요 그치만 얘 단독으로 입으면 예쁜거 같은데 아직 저는 겨드랑이친구가 세상 밖에 나와있는걸 당당하게 여기진 못해서 집에서 입든가 어케 잘 코디해서 입둔가 할래요 우히히,Free
syle*****,상위 10%,23.08.23,블랙,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,165,54,55,"솔직히 몸에 비해 팔뚝에 살이 몰려있어서 기대 안하고 있었는데 배송지연이라고 해서 일주일 걸릴거라 생각했는데 오늘 배송이 왔어요 ㅠㅠㅠ 너무 조아ㅜㅜㅜ
 팔뚝에 살이 많아서 그렇지 옷핏 너무 이쁘구요 몸에 촥 붙어서 몸선이 이뻐보여요!!!
 저같이 팔뚝에 살 많으면 그냥 볼레로 입어서 가리는게 이쁠것 같구요. 부유방도 잘 가려주고 참고로 어깨 넓은건 커버못해요.",Free
Wsj8IEn4,상위 5%,24.10.13,[TT242] 슬론 골지 나시_아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,165,50,55,"블랙 사고 맘에 들어서 흰색도 샀어요!
비침 확인하려고 검은색 속옷입어봤숨당ㅎ
목부분 파임없이 완전 유교걸 맴에 딱 들었어요 굳굳
길이도 배꼽밑 골반위 닥 중간지점이라 완벽했구요
하나의 애매한점을 뽑자면 겨드랑이부분이 정말 딱 맞다는점,, 입다보면 늘어나서 괜찮아지겠죠,,?ㅎㅎ;;",Free
